RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount
35,School of Medicine,6000,525248,SMARTSHEET INC,P.O. BOX 315,,BELLEVUE,WA,98009-0315,2436
06,Kenneth P. Dietrich School of Arts and Sciences,7000,150018,PENN POWER SYSTEMS,PO BOX 3686,,AKRON,OH,44309-3686,2437
06,Kenneth P. Dietrich School of Arts and Sciences,6000,357556,DRAFTING EQUIPMENT WAREHOUSE,835 W WARNER #101-482,,GILBERT,AZ,85233,2437
32,School of Nursing,6000,307219,TYPHON GROUP,2225 N HULLEN ST,,METAIRIE,LA,70001,2440
80,Athletics,6000,469117,SPEC SEATS INTL CORP,2415 SOUTH SEQUOIA DRIVE,,COMPTON,CA,90220,2440
55,UPMC Hillman Cancer Center,6000,366005,THINKMATE,232 VANDERBILT AVE,,NORWOOD,MA,02062,2446
23,Swanson School of Engineering,6000,578026,LONG TRAIL SUSTAINABILITY,830 TAFT ROAD,,HUNTINGTON,VT,05462,2450
35,School of Medicine,6000,395184,MESO SCALE DIAGNOSTICS LLC,ACCOUNTS RECEIVABLE,PO BOX 75112,BALTIMORE,MD,21275-5112,2450
41,Johnstown Campus,6400,157689,RPM SIGNS,624 LAMBERD AVE,,JOHNSTOWN,PA,15904,2450
92,Business and Auxiliary Services,6400,216124,LIFE'S WORK OF WESTERN PENNSYLVANIA,1323 FORBES AVE,,PITTSBURGH,PA,15219,2450
42,Greensburg Campus,6000,112635,WORKAMERICA,3220 PENN AVENUE,,PITTSBURGH,PA,15201,2452
67,Facilities Management,6000,607733,PITTSBURGH CONTROLS AND CONSULTING,100 VILLANI DRIVE,,BRIDGEVILLE,PA,15017,2452
03,SVC Research,6400,111630,TUFTS UNIVERSITY,C/O DANIEL DAVID KARP MD,750 WASHINGTON ST,BOSTON,MA,02111,2453
31,School of Dental Medicine,6000,305907,"BREWER, R JOHN",203 BLUESTONE DR,,BETHEL PARK,PA,15102,2455
93,Public Safety and Emergency Management,6400,535310,CLEAN CAR EXPRESS,970 WASHINGTON BLVD,,PITTSBURGH,PA,15206,2456
80,Athletics,6000,634569,PROFORMA THINK INK,PO BOX 640814,,CINCINNATI,OH,45264,2457
31,School of Dental Medicine,7100,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,2461
02,SVC Engagement,7400,689789,AEC COMMUNITE-STORE LLC,101 BRILLIANT AVE STE 200,,PITTSBURGH,PA,15215,2464
92,Business and Auxiliary Services,7135,102496,CINTAS CORP,40 ABELE RD,,BRIDGEVILLE,PA,15017,2464
41,Johnstown Campus,7100,609374,"JAKES GOLF CARTS, LLC",7741 US HIGHWAY 522 S,,MCVEYTOWN,PA,17051,2466
34,Graduate School of Public Health,6800,505881,KDC OR KING DIGITAL AND COMMERCIAL OFFSE,550 CHAUVET DRIVE,,PITTSBURGH,PA,15275,2471
44,Bradford Campus,6000,239050,BURRELL ENTERPRISES INC,5689 WEST ROAD,,MCKEAN,PA,16426,2477
23,Swanson School of Engineering,6000,500747,ADVANCED LASER MATERIALS LLC,3115 LUCIUS MCCELVEY,,TEMPLE,TX,76504,2480
55,UPMC Hillman Cancer Center,7100,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,2480
67,Facilities Management,6000,493222,OCEANSIDE PHOTO & TELESCOPE LLC,"2245 CAMINO VIDA ROBLE, SUITE 100",,CARLSBAD,CA,92011,2480
90,Western Psychiatric Institute and Clinic,6400,445415,CHILD AND FAMILY FOCUS INC,920 MADISON AVE,,AUDUBON,PA,19403-2307,2480
60,Libraries,6500,262518,PAYPAL,PO BOX 105658,PAYPAL CREDIT,ATLANTA,GA,30348,2482
90,Western Psychiatric Institute and Clinic,6000,105138,HAY SERVICE AND INSTALLATION CO INC,435 MELWOOD AVE,,PITTSBURGH,PA,15213,2485
06,Kenneth P. Dietrich School of Arts and Sciences,6000,291202,AQUANEERING INC,7960 STROMESA CT,,SAN DIEGO,CA,92126,2486
24,School of Law,7100,349758,SPECIALTY UNDERWRITERS LLC,PO BOX 78075,,MILWAUKEE,WI,53278-0075,2488
60,Libraries,6500,230565,COUNTRYWATCH.COM,"TWO RIVERWAY, SUITE 1770",,HOUSTON,TX,77056,2488
85,SOMD Administration,6000,103536,DOBIL LABS INC,1661 EAST SUTTER ROAD,,GLENSHAW,PA,15116,2489
41,Johnstown Campus,6800,527532,SCOTT C. ASH,115 NORTH EDGEWOOD AVE,SCOTT ASH VISUAL COMMUNICATIONS,SOMERSET,PA,15501,2495
85,SOMD Administration,6000,365709,IDERA INC,75 REMITTANCE DRIVE,SUITE 6670,CHICAGO,IL,60675-6670,2495
92,Business and Auxiliary Services,7400,104561,GEAR FOR SPORTS,12193 COLLECTION CENTER DR,,CHICAGO,IL,60693,2498
23,Swanson School of Engineering,6400,592137,WHOVA INC,6540 LUSK BLVD SUITE c214,,SAN DIEGO,CA,92121,2499
02,SVC Engagement,7400,109179,PITTSBURGH BUSINESS TIMES,PO BOX 52250,,BOULDER,CO,80322-2250,2500
03,SVC Research,6400,682551,"WATSON, GLENN M",6111 FIFTH AVE,STE 2D,PITTSBURGH,PA,15232,2500
06,Kenneth P. Dietrich School of Arts and Sciences,6400,690396,"BUHLE, PAUL M",2341 KEYES AVE,,MADISON,WI,53711,2500
06,Kenneth P. Dietrich School of Arts and Sciences,6400,457530,"REINES, ARIANA",1032 LEHIGH STREET,C/O GHEN ZANDO-DENNIS,EASTON,PA,18042,2500
06,Kenneth P. Dietrich School of Arts and Sciences,6400,692909,"BERNHAGEN, LINDSAY",4490 BROCKHAUS LN,,JUNCTION CITY,WI,54443,2500
06,Kenneth P. Dietrich School of Arts and Sciences,6400,700005,"CURIEL-MONTOYA, YESSICA","33 BRADHURST AVE, APT 3",,NEW YORK,NY,10030,2500
06,Kenneth P. Dietrich School of Arts and Sciences,6800,102720,COLUMBIA UNIVERSITY PRESS,136 S BROADWAY,,IRVINGTON,NY,10533,2500
10,SVC and Provost,6000,615386,PEOPLEGROVE INC,PO BOX 207729,,DALLAS,TX,75320-7729,2500
21,Katz Graduate School of Business,6400,109211,PITTSBURGH TECHNOLOGY COUNCIL,2000 TECHNOLOGY DRIVE,SUITE 100,PITTSBURGH,PA,15219,2500
22,School of Education,6900,163804,UCEA,1 UNIVERSITY STATION D5400,UNIVERSITY COUNCIL FOR EDUCATIONAL ADM,AUSTIN,TX,78712-0374,2500
23,Swanson School of Engineering,6400,454865,OMNIPRESS,2600 ANDERSON ST,,MADISON,WI,53714,2500
31,School of Dental Medicine,6400,103399,"DEPAOLA, LOUIS G",650 W BALTIMORE ST 4G05,UNIVERSITY OF MARYLAND,BALTIMORE,MD,21201-1586,2500
31,School of Dental Medicine,7400,103394,DENTSPLY INTERNATIONAL INC,33672 TREASURY CENTER,,CHICAGO,IL,60694-3600,2500
35,School of Medicine,6400,184969,"UPMC COMMUNITY MEDICINE, INC",PO BOX 371539,,PITTSBURGH,PA,15251-7539,2500
39,School of Health & Rehabilitation Sciences,6900,580348,AMERICAN COUNCIL OF ACADEMIC PHYSICAL TH,1055 NORTH FAIRFAX STREET SUITE 205,,ALEXANDRIA,VA,22314,2500
41,Johnstown Campus,6400,195228,PLAYFAIR INC,2207 OREGON ST,,BERKELEY,CA,94705,2500
41,Johnstown Campus,6400,505335,METROPOLIS MANAGEMENT AND ENTERTAINMENT,5624 ARBUTUS CT,,NEWARK,CA,94560,2500
43,Titusville Campus,6400,118700,WQED PITTSBURGH,4802 5TH AVE,ATTN: CAROL,PITTSBURGH,PA,15213,2500
44,Bradford Campus,6700,111719,UNITED PARCEL SERVICE,PO BOX 95066,,ATLANTA,GA,30347,2500
55,UPMC Hillman Cancer Center,6800,106107,JOHN WILEY & SONS INC,PO BOX 416502,,BOSTON,MA,02241-6502,2500
60,Libraries,6400,654611,ROYAL BOOKS INC,32 WEST 25TH ST,,BALTIMORE,MD,21218,2500
60,Libraries,6500,698367,TYPE PUNCH MATRIX INC,8115 FENTON ST,SUITE 206,SILVER SPRING,MD,20910,2500
61,Pitt Information Technology,6400,696213,CLASSEDU INC,PO 99092,,RALEIGH,NC,27624,2500
61,Pitt Information Technology,6900,105622,INDIANA UNIVERSITY,"400 EAST 7TH ST, POPLARS ROOM 501",,BLOOMINGTON,IN,47405,2500
89,Human Resources,6400,106464,KORN FERRY INTERNATIONAL,1201 WEST PEACHTREE ST NW,,ATLANTA,GA,30309,2500
80,Athletics,6000,522007,WOWZA MEDIA SYSTEMS LLC,PCARD,,,CO,804390000,2501
42,Greensburg Campus,6400,639478,COFFEE & EXPRESSO REPAIR SOLUTIONS,5269 APPLEWOOD LN,,LEBANON,OH,45036,2502
41,Johnstown Campus,6000,291174,ROBERTS OXYGEN COMPANY INC,101 FERNDALE AVENUE,,JOHNSTOWN,PA,15905,2503
94,School of Computing and Information,6000,118541,H&H PUBLISHING CO INC,1231 KAPP DR,,CLEARWATER,FL,33765,2505
31,School of Dental Medicine,6000,677362,PARK DENTAL RESEARCH CORP,2401 N COMMERCE ST,STE E,ARDMORE,OK,73401,2508
35,School of Medicine,6400,292350,ACADEMIC CAREERS ONLINE,FIVE HARtFORD LANE,,RADNOR,PA,19087-4529,2508
35,School of Medicine,6000,392043,SIEMENS HEALTHCARE DIAGNOSTICS INC,PO BOX 406729,,ATLANTA,GA,30384-6729,2514
61,Pitt Information Technology,6400,449049,DOCULYNX INC,75 REMITTANCE DR,DEPT 6882,CHICAGO,IL,60675-6882,2515
61,Pitt Information Technology,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,2517
55,UPMC Hillman Cancer Center,6000,118529,B&B MICROSCOPES,490 LOWRIES RUN RD,,PITTSBURGH,PA,15237,2524
80,Athletics,6000,108798,PAUL PRYOR TRAVEL BAGS INC,14215 60TH ST N,,CLEARWATER,FL,33760,2525
67,Facilities Management,6400,487527,BOB'S MARKET & GREENHOUSE INC,534 ATHENA DRIVE,,DELMONT,PA,15626,2527
92,Business and Auxiliary Services,7140,248184,NORTHSTAR ENVIRONMENT LTD,1445 MARKET STREET,,BEAVER,PA,15009,2530
55,UPMC Hillman Cancer Center,6000,319243,RAYBIOTECH INC,2005 KINGS CROSS RD,,ALPHARETTA,GA,30022,2533
67,Facilities Management,7100,220450,HARRINGTON INDUSTRIAL PLASTICS INC,PO BOX 13346,,BALTIMORE,MD,21203,2535
67,Facilities Management,7100,246133,BUILDERS HARDWARE AND SPECIALTY CO,2002 WEST 16TH ST,,ERIE,PA,16505,2539
23,Swanson School of Engineering,6000,554161,"ZITO, JOSHUA ANTHONY",4396 LYDIA ST,,PITTSBURGH,PA,15207,2548
92,Business and Auxiliary Services,7100,200934,MCGANN & CHESTER LLC,700 HARGROVE ST,,PITTSBURGH,PA,15226,2548
90,Western Psychiatric Institute and Clinic,6000,456502,BRUKER NANO INC,3601 CALLE TACATE  SUITE C,,CAMARILLO,CA,93012-5069,2549
02,SVC Engagement,6900,105115,HARVARD UNIVERSITY,ACCOUNTS RECEIVABLE DEPT,PO BOX 4999,BOSTON,MA,02212,2550
10,SVC and Provost,6400,700388,BLUE ICON ADVISORS LLC,1801 PENNSYLVANIA AVE,NW STE 850,WASHINGTON,DC,20006-3606,2550
10,SVC and Provost,6400,487952,BSN SPORTS INC,1180-A CALIFORNIA AVE,,CORONA,CA,92881,2550
41,Johnstown Campus,6400,510642,EAGLES RIDGE INDUSTRIES,334 BUDFIELD ST,STE 134,JOHNSTOWN,PA,15904,2552
85,SOMD Administration,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,2553
21,Katz Graduate School of Business,6000,223769,DLT SOLUTIONS LLC,PO BOX 102549,,ATLANTA,GA,30368,2559
44,Bradford Campus,6000,498559,RETAIL RESOURCE,25180 NETWORK PLACE,,CHICAGO,IL,60673-1251,2560
67,Facilities Management,6000,111480,TOBEY-KARG SERVICE AGENCY,431 JANE ST,,CARNEGIE,PA,15106,2560
03,SVC Research,6900,240107,BIOTECHNOLOGY INNOVATION ORGANIZATION,1225 EYE STREET N W,SUITE 400,WASHINGTON,DC,20005,2563
85,SOMD Administration,6400,159403,ROTH ACOUSTICAL ASSOCIATES,2352 NORTON ROAD,,PITTSBURGH,PA,15241,2563
67,Facilities Management,7135,290170,V-SYSTEMS,128 THIRD STREET,,BLAWNOX,PA,15238,2565
41,Johnstown Campus,7135,162073,JESCO INC,500 13TH STREET,,WINDBER,PA,15963,2566
44,Bradford Campus,6000,687932,KARGI FABRICS,5102 21ST ST,ROOM 7-3,LONG ISLAND CITY,NY,11101,2572
80,Athletics,6000,516393,STALKER RADAR,PO BOX 972943,,DALLAS,TX,75397,2579
35,School of Medicine,6000,102538,CLARIS INTERNATIONAL INC,PO BOX 354,,BUFFALO,NY,14207,2590
55,UPMC Hillman Cancer Center,6000,104231,FINE SCIENCE TOOLS INC,373-G VINTAGE PARK DR,,FOSTER CITY,CA,94404-1139,2595
06,Kenneth P. Dietrich School of Arts and Sciences,6400,511522,"OSTERUD, GREY",15 NOANETT RD,,NEEDHAM HEIGHTS,MA,02494-2421,2600
06,Kenneth P. Dietrich School of Arts and Sciences,6400,100621,AMERICAN INSTITUTE OF PHYSICS,C/O NIELS BOHR LIBRARY,1 PHYSICS ELLIPSE,COLLEGE PARK,PA,20740,2600
31,School of Dental Medicine,6000,228900,UPMC,UPMC ALTOONA,PO BOX 382059,PITTSBURGH,PA,15250-8059,2600
39,School of Health & Rehabilitation Sciences,6400,468139,CYBERSOURCE CORPORATION,PO BOX 742842,,LOS ANGELES,CA,90074-2842,2600
23,Swanson School of Engineering,6600,379234,VERIZON BUSINESS,PO BOX 15043,,ALBANY,NY,12212-5043,2603
43,Titusville Campus,6000,690991,TITUSVILLE TRUE VALUE HARDWARE LLC,315 WEST SPRING ST,,TITUSVILLE,PA,16354,2606
02,SVC Engagement,6400,385600,"BAHLER, AMBER L",463 MARIETTA PLACE,,PITTSBURGH,PA,15228,2614
60,Libraries,6500,104547,GAVILANES BOOKS,PO BOX 850286,,NEW ORLEANS,LA,70185,2615
80,Athletics,6000,400791,UNDERGROUND PRINTING,"260 METTY DRIVE, SUITE G",,ANN ARBOR,MI,48103,2615
93,Public Safety and Emergency Management,7100,437582,THREE RIVERS HARLEY DAVIDSON,1463 GLENN AVENUE,,GLENSHAW,PA,15116,2615
55,UPMC Hillman Cancer Center,6000,238764,PERKIN ELMER LIFE SCIENCES INC,PO BOX 101668,,ATLANTA,GA,30392-1668,2616
41,Johnstown Campus,6000,117930,RYDIN DECAL,P.O BOX 7233,,CAROL STREAM,IL,60197-7233,2618
41,Johnstown Campus,7100,233807,HAPCHUK INC,226 RANKIN ROAD,,WASHINGTON,PA,15301,2620
92,Business and Auxiliary Services,7100,428439,CARDINAL HEALTH 200 LLC,MEDICAL PRODUCTS AND SERVICES,PO BOX 905867,CHARLOTTE,NC,28290-5867,2621
32,School of Nursing,6000,470395,FACEBOOK,,,,,94304,2625
67,Facilities Management,6000,109296,"PLANTSCAPE, INC",3101 LIBERTY AVE,,PITTSBURGH,PA,15201,2632
06,Kenneth P. Dietrich School of Arts and Sciences,6900,340944,COMMISSION ON ENGLISH LANGUAGE PROGRAM A,1725 DUKE ST,SUITE 500,ALEXANDRIA,VA,22314-3457,2633
92,Business and Auxiliary Services,6000,102406,CHEMSEARCH,23261 NETWORK PL,,CHICAGO,IL,60673-1232,2639
42,Greensburg Campus,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,2640
92,Business and Auxiliary Services,7400,247994,PITTSBURGH MAILING,1400 FLEMING AVE,,MCKEES ROCKS,PA,15136-2432,2640
55,UPMC Hillman Cancer Center,6400,242608,QUALITY REPAIR SERVICES LLC,PO BOX 18235,,PITTSBURGH,PA,15236,2641
80,Athletics,6000,311284,RADIANT COMMUNCIATIONS,5001 HADLEY RD,,S PLAINFIELD,NJ,07080,2641
43,Titusville Campus,6400,291446,VENANGO NEWSPAPERS,1510 WEST FIRST ST,PO BOX 889,OIL CITY,PA,16301,2642
92,Business and Auxiliary Services,7400,517408,MICHAEL ROGER INC,499 VAN BRUNT ST SUITE 6B,,BROOKLYN,NY,11231,2646
35,School of Medicine,6000,372326,HIGH AVAILABLITY INC,600 MARKET ST SUITE 210,,CHANHASSEN,MN,55317,2648
35,School of Medicine,6000,111021,STEMCELL TECHNOLOGIES INC,6425 SOUTH 216TH ST,,KENT,WA,98032,2648
80,Athletics,6000,299865,TARGET STORES,1717 ROUTE 228,,CRANBERRY TWP,PA,16066,2649
42,Greensburg Campus,6400,230344,WQED,ATTN ROBIN MARTIN,4802 5TH AVE,PITTSBURGH,PA,15213,2650
56,SVC Philanthropic and Alumni Engagement,6400,520180,TWITTER ADVERTISING,PCARD,,,CA,941070000,2650
80,Athletics,7135,108784,PATRINOS PAINTING,3191 INDUSTRIAL BLVD,,BETHEL PARK,PA,15102,2650
35,School of Medicine,6000,534786,FORMLABS INC,35 MEDFORD STREET,SUITE 201,SOMERVILLE,MA,02143,2651
80,Athletics,6000,390480,ALPHA-OMEGA SHELVING INC,800 HOPE HOLLOW ROAD,,CARNEGIE,PA,15106,2653
80,Athletics,6400,251982,"KONTUL, PHILIP K",401 SHADY AVENUE APT 307D,,PITTSBURGH,PA,15206,2665
23,Swanson School of Engineering,6600,220510,VERIZON,PO BOX 1100,,ALBANY,NY,12250-0001,2670
55,UPMC Hillman Cancer Center,6000,255059,SPHEROTECH INC,27845 IRMA LEE CIR UNIT 101,,LAKE FOREST,IL,60045,2670
67,Facilities Management,6400,433636,AUTOMATED LOGIC - PENNSYLVANIA,ALC PENNSYLVANIA,LOCKBOX 742630,ATLANTA,GA,30374-2630,2673
23,Swanson School of Engineering,6000,475566,KERN ELECTRONICS & LASERS INC,1501 INDUSTRIAL DRIVE,,WADENA,MN,56482,2679
61,Pitt Information Technology,6400,117307,BROOKS INTERNET SOFTWARE,1820 E 17TH STREET,SUITE 330,Idaho Falls,ID,83404-6400,2682
92,Business and Auxiliary Services,7400,104632,GEORGE T BISEL CO INC,C/O JOSEPH P DENTI,1265 TIDEWOOD DRIVE,BETHEL PARK,PA,15102,2685
61,Pitt Information Technology,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,2688
67,Facilities Management,6000,686282,SUEZ WTS SOLUTIONS USA INC,12822 COLLECTIONS CTR DR,,CHICAGO,IL,60693,2688
02,SVC Engagement,6400,169694,"VALLEY, GREGG",648 WINDSOR DR,,BENICIA,CA,94510,2700
26,School of Social Work,6000,244280,SOCIAL WORK EXAMINATION SERVICES INC,132 NAPLES ROAD`,SUITE 100,BROOKLINE,MA,02446,2700
31,School of Dental Medicine,6400,312097,"AMEN, KEIGHTLEY",376 WILLOWHEDGE DRIVE,,MONROEVILLE,PA,15146,2700
31,School of Dental Medicine,6000,110852,SPACE MAINTAINERS LABORATORY,9165 GAZETTE AVE,,CHATSWORTH,CA,91311,2700
60,Libraries,6500,666980,LITERARY DICTIONARY COMPANY LIMITED,5 DEVONIA ROAD,,LONDON,,N1 8JQ,2700
67,Facilities Management,7135,123062,CUDDY ROOFING INC,300 BURSCA DRIVE,SUITE 306,BRIDGEVILLE,PA,15017,2700
35,School of Medicine,6400,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,2704
55,UPMC Hillman Cancer Center,6000,563950,EVE TECHNOLOGIES CORPORATION,"P HAWTHORNE CRES, NW",,CALGARY,,T2N 3V4,2705
06,Kenneth P. Dietrich School of Arts and Sciences,7400,202421,AGILENT TECHNOLOGIES INC,PO BOX 945575,,ATLANTA,GA,30394-5575,2711
85,SOMD Administration,6000,102202,CAYMAN CHEMICAL CO,690 KMS PL,,ANN ARBOR,MI,48108,2712
23,Swanson School of Engineering,6000,377007,DAVID APPROACH,424 SARAH WOODS DRIVE,,RED LION,PA,17356-7803,2715
35,School of Medicine,6400,321962,DUDS N SUDS,5430 CENTRE AVENUE,,PITTSBURGH,PA,15232,2734
67,Facilities Management,6000,307516,TRIUMPH SALES INC,360 W MAINS ST #10,,EVANS CITY,PA,16033,2740
92,Business and Auxiliary Services,6000,184739,DICK'S SPORTING GOODS,350 E WATERFRONT DR,,HOMESTEAD,PA,15120,2742
42,Greensburg Campus,7000,338845,EDWIN C HURST PLUMBING,RD 11 BOX 369,,GREENSBURG,PA,15601,2750
92,Business and Auxiliary Services,6400,257953,UPS,FREIGHT,PO BOX 79755,BALTIMORE,MD,21279-0755,2750
06,Kenneth P. Dietrich School of Arts and Sciences,7100,100802,ANCARE CORP,BOX 814,,BELLMORE,NY,11710,2751
32,School of Nursing,6000,104384,FRANKLIN INTERIORS,PO BOX 6107,,HERMITAGE,PA,16148-0923,2752
44,Bradford Campus,6900,107951,NATIONAL ASSN OF COLLEGE AND UNIVERSITY,PO BOX 791331,,BALTIMORE,MD,21279-1331,2752
55,UPMC Hillman Cancer Center,6000,193106,ZEN-BIO INC,3200 CHAPEL HILL,NELSON BLVD,RESEARCH TRIANGLE PARK,NC,27709-0000,2754
80,Athletics,6400,691171,"CIMAROLLI, LOUIS",230 COUNTY LINE RD,,BRIDGEVILLE,PA,15017,2757
35,School of Medicine,6000,651158,COLO IP NETWORKS LLC,PCARD,,,PA,161480000,2759
55,UPMC Hillman Cancer Center,6000,165788,ORIGENE TECHNOLOGIES INC,PO BOX 100963,,ATLANTA,GA,30384-0963,2763
67,Facilities Management,6000,106430,KNICKERBOCKER RUSSELL CO,4759 CAMPBELLS RUN RD,,PITTSBURGH,PA,15205,2764
55,UPMC Hillman Cancer Center,6000,154448,PARKER HANNIFIN CORP,DAEDAL DIV,PO BOX 75858,CHARLOTTE,NC,28275,2768
61,Pitt Information Technology,6000,499626,SERVICE EXPRESS INC,3854 BROADMOOR AVENUE SE,,GRAND RAPIDS,MI,49512,2769
85,SOMD Administration,6400,375624,"EMPLOYMENT BACKGROUND INVESTIGATIONS, IN",PO BOX 69200,,BALTIMORE,MD,21264-9200,2773
32,School of Nursing,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,2781
06,Kenneth P. Dietrich School of Arts and Sciences,7100,105741,INTEGRATED INSTRUMENT SERVICES INC,PO BOX 51013,,INDIANAPOLIS,IN,46251,2782
80,Athletics,6000,645484,PERFORMER'S CORNER,2606 LINCOLN WAY STE C,,MCKEESPORT,PA,15131,2786
23,Swanson School of Engineering,6900,146881,SPRINGER NATURE AMERICA INC,PO BOX 5054,,BRENTWOOD,TN,37024-5054,2790
80,Athletics,6400,673576,"PITETTI, RAYMOND",7009 HIGHLAND CREEK DR,,BRIDGEVILLE,PA,15017,2791
44,Bradford Campus,7100,338366,MIS OF AMERICA INC,4391 WALDEN AVE,,LANCASTER,NY,14086,2792
81,University Center for Social & Urban Research,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,2797
93,Public Safety and Emergency Management,6000,697873,ISV US LLC,912 PITTSBURGH RD,,BUTLER,PA,16002,2797
03,SVC Research,6400,602445,"TRYBUS, JESSICA",6338 BRYANT ST,,PITTSBURGH,PA,15206,2800
34,Graduate School of Public Health,6000,615327,DIGICATION INC,10 DORRANCE ST STE #700,,PROVIDENCE,RI,02903,2800
35,School of Medicine,7100,400215,TERUMO BCT INC,DEPT 7087,,CAROL STREAM,IL,60122-7087,2800
39,School of Health & Rehabilitation Sciences,6400,702688,"KENNEDY, VANNETA KAI",315 WEST 27TH ST,,RICHMOND,VA,23225,2800
89,Human Resources,6400,378304,WESTERN MANAGEMENT GROUP,16615 LARK AVE SUITE 201,,LOS GATOS,CA,95032,2800
90,Western Psychiatric Institute and Clinic,6400,594905,NEXT INERACTIVES LLC,840 HANSHAW RD STE 10,,ITHACA,NY,14850,2800
06,Kenneth P. Dietrich School of Arts and Sciences,6000,307987,TECHNICAL GLASS PRODUCTS,881 CALLENDAR BLVD,,PAINESVILLE,OH,44077,2803
06,Kenneth P. Dietrich School of Arts and Sciences,6000,344355,TEQUIPMENT.NET,PO BOX 412484,,BOSTON,MA,02241-2484,2804
10,SVC and Provost,6400,122758,ABOUT PITTSBURGH INC,PO BOX 7736,,PITTSBURGH,PA,15215,2807
67,Facilities Management,6000,110038,ROSSI FLOOR TECHNOLOGIES,305 23RD ST,,PITTSBURGH,PA,15215,2810
06,Kenneth P. Dietrich School of Arts and Sciences,6000,180910,TRI-STATE REPROGRAPHICS INC,907 PENN AVE,,PITTSBURGH,PA,15222,2811
93,Public Safety and Emergency Management,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,2811
80,Athletics,6000,339520,TRI C CLUB SUPPLY,32615 PARK LANE AVE,,GARDEN CITY,MI,48135-1528,2813
44,Bradford Campus,6400,688080,BRUCON PUBLISHING CO,PO BOX 139,,BARTONSVILLE,PA,18321,2815
80,Athletics,6000,348359,PERFORM BETTER INC,PO BOX 8090,,CRANSTON,RI,02920,2818
39,School of Health & Rehabilitation Sciences,6000,698610,REELDX INC,2501 SW FIRST AVE STE 245,,PORTLAND,OR,97201,2820
67,Facilities Management,6000,110262,SAW SALES AND MACHINERY CO,5160 N PIONEER RD,,GIBSONIA,PA,15044,2822
80,Athletics,6000,546036,FANATICS INC,PCARD,,,FL,322540000,2823
35,School of Medicine,6000,565576,NATA TECHNOLOGIES CANADA,114-250 SCHOOLHOUSE STREET,,COQUITLAM,,V3K6V7,2825
41,Johnstown Campus,6000,637388,ADVANTAGE DESIGN GROUP,6877 PHILIPS INDUSTRIAL BLVD,,JACKSONVILLE,FL,32256,2825
42,Greensburg Campus,6400,637388,ADVANTAGE DESIGN GROUP,6877 PHILIPS INDUSTRIAL BLVD,,JACKSONVILLE,FL,32256,2825
39,School of Health & Rehabilitation Sciences,6000,340161,FRIDAY MARKETING GROUP,413 S MAIN ST,,PITTSBURGH,PA,15215,2826
85,SOMD Administration,6000,160418,THOREN CAGING SYSTEMS INC,815 WEST SEVENTH ST,,HAZLETON,PA,18201,2827
41,Johnstown Campus,7135,209651,"STERICYCLE, INC",P.O. BOX 6582,,CAROL STREAM,IL,60197-6582,2829
44,Bradford Campus,7000,466977,CASELLA WASTE SYSTEMS INC,225 HOMER ST,,OLEAN,NY,14760,2829
85,SOMD Administration,6000,285126,YSI INC,26717 NETWORK PL,A XYLEM BRAND,CHICAGO,IL,60673-1267,2829
23,Swanson School of Engineering,6000,249251,HEMOCUE AMERICA,250 S KRAEMER BLVD,MS B1SW11,BREA,CA,92821,2835
31,School of Dental Medicine,6000,661784,GREAT LAKES DENTAL TECHNOLOGIES LTD,200 COOPER AVE,,TONAWANDA,NY,14150,2838
34,Graduate School of Public Health,6000,688866,A AARDVARK SELF STORAGE,4490 MURPHY CANYON RD,,SAN DIEGO,CA,92123,2840
05,Student Affairs,6000,185404,SMARTSOLUTION TECHNOLOGIES LP,831 W NORTH AVE,,PITTSBURGH,PA,15233,2843
31,School of Dental Medicine,6000,426844,SMILE MAKERS,PO BOX 2543,,SPARTANSBURG,SC,29304,2843
67,Facilities Management,6000,575108,RADIOPARTS.COM,PCARD,,,FL,333340000,2843
85,SOMD Administration,6000,651530,COOPER APPAREL & PROMOTIONS LLC,926 1/2 S AIKEN AVE,,PITTSBURGH,PA,15232,2845
85,SOMD Administration,6400,435462,XFORTY TECHNOLOGIES,192 W RIDGE PIKE STE #2,,LIMERICK,PA,19468,2848
03,SVC Research,6900,648054,CONSORTIUM OF SOCIAL SCIENCE ASSOCIATION,1430 K ST NW STE 550,,WASHINGTON,DC,20005,2850
55,UPMC Hillman Cancer Center,7100,215353,MATHESON TRI-GAS INC,21984 NETWORK PLACE,,CHICAGO,IL,60673-1219,2857
