Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
23,Swanson School of Engineering,7100,193599,MTS SYSTEMS CORPORATION,14000 TECHNOLOGY DRIVE,,EDEN PRAIRE,MN,55344-0000,1620
44,Bradford Campus,6000,102966,COUNCIL FOR ADVANCEMENT AND SUPPORT OF E,615 16TH NW,,ALBUQUERQUE,NM,87104,1620
54,Office of University Counsel,6400,587533,"SPRUSON & FERGUSON, LTD",496-502 AMARIN PLAZA BUILDING,"UNITS 1806-1807, 18TH FLOOR",BANGKOK,,10330,1620
44,Bradford Campus,7100,593784,LANDPRO EQUIPMENT LLC,1756 LINDQUIST DR,,FALCONER,NY,14733,1622
42,Greensburg Campus,6000,158341,SHERWIN-WILLIAMS CO,50 FREEPORT ROAD,,ASPINWALL,PA,15215-2906,1622
06,Kenneth P. Dietrich School of Arts and Sciences,6000,194601,WAVEMETRICS INC,P O BOX 2088,,LAKE OSWEGO,OR,97035-0000,1622
39,School of Health & Rehabilitation Sciences,6000,373757,CLEVERBRIDGE INC,53 WEST JACKSON BLVD,,CHICAGO,IL,60604-3468,1622
92,Business Operations,7400,604079,ESCAPE INTERNATIONAL SERVICES LLC,PCARD,,,TX,750320000,1622
23,Swanson School of Engineering,6000,295146,ALPHAGRAPHICS #514,6775 NW 15TH AVENUE,,FORT LAUDERDALE,FL,33309,1624
44,Bradford Campus,6400,608122,DELTA CONCEPTS CONSULTING INC,1397 LAVISTA ROAD,,ATLNTA,GA,30324,1625
61,Computing Services & Systems Development,6000,609672,FORCEAMP.COM,PCARD,,,IA,802200000,1625
92,Business Operations,7400,303826,RENAISSANCE IMPORTS INC,3201 GRIBBLE ROAD,,MATTHEWS,NC,28104-8118,1629
06,Kenneth P. Dietrich School of Arts and Sciences,6000,107247,MATHEMATICAL ASSN OF AMERICA,PO BOX 91112,,WASHINGTON,DC,20090,1629
67,Facilities Management,7135,100212,AG MAURO CO,310 ALPHA DR,,PITTSBURGH,PA,15238,1631
05,Student Affairs,6000,528918,KEYSTONE BY DESIGN INC,6355 WALDRON STREET,,PITTSBURGH,PA,15217,1634
90,Western Psychiatric Institute and Clinic,6400,135545,APA EXPOSITION SERVICES,239 SCHREIBER INDUSTRIAL PARK,,NEW KENSINGTON,PA,15068,1635
56,V C Institutional Advancement,6400,204776,"MARSH USA, INC",P O BOX 281915,,ATLANTA,GA,30384,1636
43,Titusville Campus,6000,345386,MARKS PLUMBING PARTS,PO BOX 121554,,FORT WORTH,TX,76121,1637
42,Greensburg Campus,7100,422381,NEOPOST USA INC,25880 NETWORK PLACE,,CHICAGO,IL,60673-1258,1637
92,Business Operations,6400,315949,KONICA MINOLTA BUSINESS SOLUTIONS USA IN,PO BOX 532508,,ATLANTA,GA,30353-2508,1637
67,Facilities Management,6400,149494,MASCARO CONSTRUCTION CO LP,1501 REEDSDALE ST,SUITE 202,PITTSBURGH,PA,15233,1637
06,Kenneth P. Dietrich School of Arts and Sciences,6000,512516,VARIDESK LLC,117 WRANGLER DRIVE SUITE 100,,COPPELL,TX,75019,1640
86,Sr V C Business and Operations,6000,273432,UNDER ARMOUR,PCARD,,,,21230,1641
92,Business Operations,6000,436404,RR DONNELLEY,PO BOX 538602,,ATLANTA,GA,30353-8602,1642
35,School of Medicine,6000,321962,DUDS N SUDS,5430 CENTRE AVENUE,,PITTSBURGH,PA,15232,1644
10,Sr V C and Provost,6000,489913,4ALLPROMOS,40 MAIN STREET,,CENTERBROOK,CT,06409,1646
10,Sr V C and Provost,6000,470395,FACEBOOK,,,,,94304,1650
42,Greensburg Campus,6000,240436,4IMPRINT INC,25303 NETWORK PLACE,,CHICAGO,IL,60673-1253,1650
03,Sr V C Research,6900,133655,LIFE SCIENCES PENNSYLVANIA,20 VALLEY STREAM PARKWAY,SUITE 110,MALVERN,PA,19355,1650
67,Facilities Management,6000,519707,JAMF SOFTWARE LLC1,301 4TH AVE S SUITE 1075,,MINNEAPOLIS,MN,55415,1650
67,Facilities Management,7135,102861,CONSTRUCTION ENGINEERING CONSULTANTS,2018 WAVERLY ST,,PITTSBURGH,PA,15218,1650
01,Chancellor,7400,602527,"SYNETT, MONICA",1502 LAPLACE POINT COURT  APT 301,,SEWICKLEY,PA,15143,1650
24,School of Law,6500,138270,TAX ANALYSTS,6830 N FAIRFAX DR,,ARLINGTON,VA,22213,1650
35,School of Medicine,7100,100889,APPLIED SCIENTIFIC INSTRUMENTATION INC,3770 W 1ST AVE,,EUGENE,OR,97402,1650
80,Athletics,6400,109571,PUBLIC PARKING AUTHORITY OF PITTSBURGH,232 BLVD OF ALLIES,DEPT OF FINANCE,PITTSBURGH,PA,15222-1616,1650
23,Swanson School of Engineering,6400,574433,AEOLIAN WINDS OF PITTSBURGH,261 W CHAPEL RIDGE ROAD,,PITTSBURGH,PA,15238,1650
06,Kenneth P. Dietrich School of Arts and Sciences,6000,111619,TRUSTEES OF THE UNIVERSITY OF PENNSYLVAN,C/O GLENDA REYNOLDS,382 W STREET RD,KENNETT SQUARE,PA,19348,1651
03,Sr V C Research,6000,262518,PAYPAL,PO BOX 105658,PAYPAL CREDIT,ATLANTA,GA,30348,1651
41,Johnstown Campus,6000,261054,B & B FLORAL,1106 SCALP AVENUE,,JOHNSTOWN,PA,15904,1653
31,School of Dental Medicine,6000,516975,NOVOCAM MEDICAL INNOVATIONS OY LTD,PIHLAJATIE 18,,HELSINKI,,00270,1653
92,Business Operations,6000,137350,R C KILLIGREW COMPANY,101 CHAPEL HILL DRIVE,,PITSBURGH,PA,15238,1655
92,Business Operations,7135,132454,FASTSIGNS,144 W 12TH ST,,ERIE,PA,16501,1655
05,Student Affairs,6000,573461,AMISH HEARTLAND GROUP TOURS LLC,5815 COUNTY ROAD 203,,MILLERSBURG,OH,44654,1656
34,Graduate School of Public Health,6000,534807,QUEST SOFTWARE INC,4 POLARIS WAY,,ALISO VIEJO,CA,92656,1656
44,Bradford Campus,6400,365678,"DNEASTER, MICHAEL P",C/O NEON ENTERTAINMENT,3577 HARLEM ROAD,BUFFALO,NY,14225,1660
60,Libraries,6000,123853,LERRO CORP,400 PENN CENTER BLVD,SUITE 721,PITTSBURGH,PA,15235-0000,1663
06,Kenneth P. Dietrich School of Arts and Sciences,6000,600985,1-800 POSTCARDS,PCARD,,,NY,100130000,1665
39,School of Health & Rehabilitation Sciences,6400,610032,"TOBIAS, CHRISTOPHER",1012 SOUTH RANDOLPH ST APT 4,,PHILADELPHIA,PA,19147,1665
80,Athletics,7135,493995,R A PALMER PRODUCTS CO INC,2808 BROADWAY BLVD,,MONROEVILLE,PA,15146,1665
80,Athletics,6000,610107,EVERLAST SPORTS MFG CORP,42 W 39TH ST,,NEW YORK,NY,10018,1665
42,Greensburg Campus,6000,293814,PREMIER PROMOTIONAL SOLUTIONS INC,ONE NORTHGATE SQUARE,,GREENSBURG,PA,15601,1667
56,V C Institutional Advancement,6400,112142,VINCENT LIGHTING SYSTEMS COMPANY,PO BOX 75011,,CLEVELAND,OH,44101,1667
35,School of Medicine,6000,351026,PEPROTECH INC,PO BOX 275,5 CRESCENT AVE,ROCKY HILL,NJ,08553,1668
44,Bradford Campus,6400,406726,BV MOBILE SHREDDING INC.,105 HILTON ST,,BRADFORD,PA,16701,1669
21,Katz Graduate School of Business,6000,383884,CAREER LEADER LLP,1330 BEACON ST,SUITE 249,BROOKLINE,MA,02446,1670
34,Graduate School of Public Health,6000,117396,KOLANO DESIGN INC,6026 CENTRE AVENUE,,PITTSBURGH,PA,15206-3291,1670
90,Western Psychiatric Institute and Clinic,6400,103716,EAST SUBURBAN INTERIORS INC,500 COTTAGE LN,,MONROEVILLE,PA,15146,1671
31,School of Dental Medicine,6000,247809,GLOBAL INDUSTRIAL EQUIPMENT,2505 MILL CENTER PKWY,,BUFORD,GA,30518-3700,1672
67,Facilities Management,6000,239491,GIPSON BEARING & SUPPLY CO,PO BOX 641163,,PITTSBURGH,PA,15264-1163,1673
10,Sr V C and Provost,6400,369057,"NORTHROP, DOUGLAS",1080 SOUTH UNIVERSITY AVENUE,CREES SUITE 3668,ANN ARBOR,MI,48109,1674
35,School of Medicine,6000,100040,AAMC,UNIVERSITY OF MARYLAND,SCHOOL OF MEDICINE,BALTIMORE,MD,21201,1674
32,School of Nursing,6000,135545,APA EXPOSITION SERVICES,239 SCHREIBER INDUSTRIAL PARK,,NEW KENSINGTON,PA,15068,1675
23,Swanson School of Engineering,6800,146881,SPRINGER NATURE AMERICA INC,PO BOX 5054,,BRENTWOOD,TN,37024-5054,1675
35,School of Medicine,6000,122164,MACMILLAN PUBLISHERS LTD,3 LONDON ST,,BASINGSTOKE,,RG21 7NS,1675
90,Western Psychiatric Institute and Clinic,6000,104168,FEDEX,PO BOX 965,,BROOKFIELD,WI,53008,1676
35,School of Medicine,6400,210217,AEC GROUP INC,400 BURSCA DR,SUITE 401-402,BRIDGEVILLE,PA,15017,1676
44,Bradford Campus,6000,605830,THERMALTECH LLC,PO BOX 37031,,BALTIMORE,MD,21297,1676
24,School of Law,6000,262639,US DIGITAL MEDIA INC,21430 N 20TH AVE,,PHOENIX,AZ,85027,1678
31,School of Dental Medicine,6000,310769,CERTOL INTERNATIONAL LLC,6120 E 58TH AVE,,COMMERCE CITY,CO,80022,1678
60,Libraries,6400,107146,MARCIVE INC,PO BOX 47508,,SAN ANTONIO,TX,78265-7508,1680
06,Kenneth P. Dietrich School of Arts and Sciences,6000,621557,APTEKA INC,4606 PENN AVE,,PITTSBURGH,PA,15224,1680
85,School of Medicine Division Administration,7100,233526,UNITED RENTALS INC,1244-A RIDGE ROAD,,APOLLO,PA,15613,1681
67,Facilities Management,7100,544385,FOUNDATION BUILDING MATERIALS,PO BOX 744398,,ATLANTA,GA,30374-4398,1681
85,School of Medicine Division Administration,7100,111567,"TREASURER, CITY OF PITTSBURGH",PO BOX 140309,ALARM PROGRAM,IRVING,TX,75014,1681
33,School of Pharmacy,6000,122014,AAA ENGRAVING,3 STATION SQUARE DR EAST,,PITTSBURGH,PA,15219,1682
90,Western Psychiatric Institute and Clinic,6900,613178,"HOTKOWSKI, NINA J",1848 FAIRHILL ROAD,,ALLISON PARK,PA,15101,1685
06,Kenneth P. Dietrich School of Arts and Sciences,6000,344355,TEQUIPMENT.NET,1 BETHANY ROAD,STE 58 BLDG 4,HAZLET,NJ,07730,1685
67,Facilities Management,7400,266177,TOTAL PLASTICS INC,23559 NETWORK PL,,CHICAGO,IL,60673-1235,1688
44,Bradford Campus,7100,505764,MBS SERVICE CO INC,2711 WEST ASH ST,,COLUMBIA,MO,65203,1689
44,Bradford Campus,6000,175514,ARTS PRESENTERS,"1112 16TH STREET,NW",SUITE 400,WASHINGTON,DC,20036,1690
39,School of Health & Rehabilitation Sciences,6400,307219,TYPHON GROUP,2225 N HULLEN ST,,METAIRIE,LA,70001,1690
80,Athletics,6000,370325,DANCEWEARSOLUTIONS.COM,,,,,63110,1690
67,Facilities Management,6000,109296,"PLANTSCAPE, INC",3101 LIBERTY AVE,,PITTSBURGH,PA,15201,1691
41,Johnstown Campus,6000,349390,PRODUCTIVITY PRODUCTS AND SERVICES INC,7075 NORTH NOAH DR,,SAXONBURG,PA,16056,1691
06,Kenneth P. Dietrich School of Arts and Sciences,7400,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,1692
92,Business Operations,7100,105967,JACKSON WELDING SUPPLY CO INC,1421 W CARSON ST,,PITTSBURGH,PA,15219,1692
06,Kenneth P. Dietrich School of Arts and Sciences,6000,617847,SILVER BULLET CUTTERS LLC,13249 GALENA WAY,,APPLE VALLEY,MN,55124,1694
06,Kenneth P. Dietrich School of Arts and Sciences,6000,624242,HYLAND,PCARD,,,OH,441450000,1694
60,Libraries,6500,576057,"GAZIEV, SAID",PO BOX 9350 ACCT# 0900692395,UNIVERSITY FEDERAL CREDIT UNION,AUSTIN,TX,78766,1694
54,Office of University Counsel,6400,421765,RENTACRATE,22 CENTURY BLVD SUITE 420,ATTN CHRIS PHILLIPS,NASHVILLE,TN,37214,1694
61,Computing Services & Systems Development,6000,467378,VM WORLD CONFERENCE,PCARD,,,,06854,1695
01,Chancellor,6000,187459,UNIVERSITY OF ST THOMAS,INTERLIBRARY LOAN DEPT.,O'SHAUGHNESSY-FREY LIBRARY,ST. PAUL,MN,55105-1096,1695
01,Chancellor,6400,232549,ZOLTUN DESIGN,168 SOUTH 19TH STREET,,PITTSBURGH,PA,15203,1695
22,School of Education,6000,340161,FRIDAY MARKETING GROUP,413 S MAIN ST,,PITTSBURGH,PA,15215,1697
44,Bradford Campus,6000,344962,MAIN LINE COMMERCIAL POOLS INC,441 FEHELEY DR,,KING OF PRUSSIA,PA,19406,1699
39,School of Health & Rehabilitation Sciences,6900,552077,COMMITTEE ON ACCREDITATION OF EDUCATIONA,8301 LAKEVIEW PKWY 111-312,,ROWLETT,TX,75088,1700
35,School of Medicine,6400,548905,BLUE ARCHER INC,"5808 BRYANT STREET, 2ND FLOOR",,PITTSBURGH,PA,15206,1700
80,Athletics,6000,585456,OPPIA PERFORMANCE BVBA,CHARLES DEBERIOTSTREAAT 25,,LEUVEN,,3000,1700
80,Athletics,6400,615326,HEARCORP LLC,1578 EAST NATIONAL PIKE RD,,SCENERY HILL,PA,15360,1700
22,School of Education,6400,409458,"BARRY, ANNA M",6019 OAK PARK DRIVE,,BETHEL PARK,PA,15102,1700
41,Johnstown Campus,6400,511105,"HODGSONCONSULTING, LLC","10401 CONNECTICUT AVE, SUITE 103",,KENSINGTON,MD,20895,1700
05,Student Affairs,6400,102949,COST COMPANY LP,2400 ARDMORE BLVD,9TH FL,PITTSBURGH,PA,15221,1700
67,Facilities Management,6000,100334,ALLEGHENY COUNTY HEALTH DEPARTMENT,ATTN: D KERR,PPHA 1996 CONFERENCE,PITTSBURGH,PA,15213,1700
23,Swanson School of Engineering,6800,119108,PITTSBURGH QUARTERLY,36 HABERMAN AVE,,PITTSBURGH,PA,15211-2144,1700
23,Swanson School of Engineering,6800,107931,NATIONAL ACADEMY OF SCIENCES,PO BOX 936144,,ATLANTA,GA,31193-6135,1700
06,Kenneth P. Dietrich School of Arts and Sciences,6400,248022,"BENACK SOUND PRODUCTIONS, INC",97 TERENCE DRIVE,,PITTSBURGH,PA,15236,1700
06,Kenneth P. Dietrich School of Arts and Sciences,6400,142647,NORTH CAROLINA STATE UNIVERSITY,BOX 7203,,RALEIGH,NC,27695-7203,1700
06,Kenneth P. Dietrich School of Arts and Sciences,6400,106150,"JONES, GEORGE                         1",1326 POINTVIEW ST,,PITTSBURGH,PA,15206,1700
06,Kenneth P. Dietrich School of Arts and Sciences,6800,106777,LIBRAIRIE DROZ SA GENEVE,11 RUE FIRMIN-MASSOT,,GENEVA,,1206,1700
67,Facilities Management,6000,455709,STEPHANY SUPPLY,,,,,15209,1700
41,Johnstown Campus,6000,276087,BRUCELLI ADVERTISING CO INC,310 S BLAKELY ST,,DUNMORE,PA,18512,1702
41,Johnstown Campus,6400,303973,JEMCOR,68 WALNUT ST,PO BOX 126,JOHNSTOWN,PA,15907-0126,1702
61,Computing Services & Systems Development,7100,272219,DIGITAL INTELLIGENCE INC,17165 WEST GLENDALE DRIVE,,NEW BERLIN,WI,53151-2737,1702
30,Sr V C Health Sciences,6800,240436,4IMPRINT INC,25303 NETWORK PLACE,,CHICAGO,IL,60673-1253,1703
55,UPMC Hillman Cancer Center,6000,375605,THERMO FISHER SCIENTIFIC (ASHEVILLE) LLC,308 RIDGEFIELD COURT,,ASHEVILLE,NC,28806,1705
41,Johnstown Campus,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,1707
80,Athletics,7100,334701,SUPER LAUNDRY EQUIPMENT CORP,2301 DUSS AVE,SUITE 12 BLDG 7,AMBRIDGE,PA,15003,1707
92,Business Operations,6000,466349,RIDE SYSTEMS INC,209 N STATE ST SUITE B BOX 68,,MORGAN,UT,84050,1710
42,Greensburg Campus,6400,106725,"LENZNER COACH LINES, INC",106 WOOHAVEN LANE,,PITTSBURGH,PA,15237,1710
92,Business Operations,6000,540182,DELUXE SMALL BUSINESS SALES/WHOLESTYLE P,PO BOX 88042,,CHICAGO,IL,60680,1714
87,Chief Financial Officer,6400,546325,ACUANT INC,6167 BRISTOL PARKWAY SUITE 330,,CULVER CITY,CA,90230,1715
31,School of Dental Medicine,6000,385266,DUX DENTAL,DUX INDUSTRIES INC,32979 COLLECTIONS CENTER DR,CHICAGO,IL,60693-0329,1715
80,Athletics,7135,109479,PRO KNITWEAR,33 TERMINAL WAY,,PITTSBURGH,PA,15219,1716
44,Bradford Campus,6000,254734,BJ WHOLESALE #0302 WOX,,,,,14760,1717
44,Bradford Campus,6000,362262,FAIRFIELD INN,3825 BOARDWALK,,ANN ARBOR,MI,48108,1718
06,Kenneth P. Dietrich School of Arts and Sciences,6000,229872,NATIONAL ASSOCIATION OF SCHOOLS OF THEAT,11250 ROGER BACON DRIVE,SUITE 21,RESTON,VA,20190,1719
61,Computing Services & Systems Development,6000,507787,DEEPNET SECURITY LIMITED,ENTERPRISE CTR,"CRANBOURNE RD, POTTERS BAR",HERTFORDSHIRE,,ENG6 3DQ,1719
06,Kenneth P. Dietrich School of Arts and Sciences,6000,272208,ADVANCED CIRCUITS,21101 E 32ND PARKWAY,,AURORA,CO,80011,1722
10,Sr V C and Provost,6000,108469,OFFICEMAX INC,PO BOX 101705,,ATLANTA,GA,30392-1705,1722
22,School of Education,6000,180748,JO-ANN FABRICS & CRAFTS,CUSTOMER CARE DEPT,2361 ROSECRANS AVE,EL SEGUNDO,CA,90245,1722
41,Johnstown Campus,7100,303619,WALKER SUPPLY INC,P.O.BOX 126,,BRIDGEVILLE,PA,15017,1725
80,Athletics,6400,323058,"SCHAMING, RAYMOND P",1069 AUGUSTA WAY,,PITTSBURGH,PA,15236,1725
06,Kenneth P. Dietrich School of Arts and Sciences,6000,181667,NATIONAL PEN COMPANY,PO BOX 740561,,ATLANTA,GA,30374-0561,1726
10,Sr V C and Provost,6000,104384,FRANKLIN INTERIORS,BOX 371161,,PITTSBURGH,PA,15251-7161,1726
44,Bradford Campus,6000,107914,NAPA AUTO PARTS,PO BOX 102144,,ATLANTA,GA,30368-2144,1726
44,Bradford Campus,7100,479212,EMD MILLIPORE CORP,80 ASHLY ROAD,,BEDFORD,MA,01730-0000,1728
41,Johnstown Campus,6900,352363,GREATER JOHNSTOWN /CAMBRIA COUNTY CHAMBE,CAMBRIA COUNTY,111 MARKET STREET,JOHNSTOWN,PA,15901,1728
05,Student Affairs,6900,100126,ACPA,BOX 1,432 WESTERN AVE,ALBANY,NY,12203-1490,1730
44,Bradford Campus,6000,199661,HYATT HOTELS AND RESORTS,HYATT ON CAPITAL SQUARE,75 EAST STATE STREET,COLUMBUS,OH,43215,1730
22,School of Education,6000,365411,LEGO EDUCATION,13569 COLLECTION CENTER DR,,CHICAGO,IL,60693,1731
67,Facilities Management,6000,133413,OHIO VALLEY SUPPLY CO INC,3512 SPRING GROVE AVENUE,,CINCINNATI,OH,45223,1732
24,School of Law,6000,101787,BRODART CO,L-3544,,COLUMBUS,OH,43260-0001,1732
06,Kenneth P. Dietrich School of Arts and Sciences,6000,247809,GLOBAL INDUSTRIAL EQUIPMENT,2505 MILL CENTER PKWY,,BUFORD,GA,30518-3700,1732
35,School of Medicine,6000,103467,DIGI-KEY CORP 1332,701 BROOKS AVENUE SOUTH,POST OFFICE BOX 677,THIEF RIVER FALLS,MN,56701-0677,1734
67,Facilities Management,6000,275717,APCO INTERNATIONAL,PO BOX 930335,"APCO GRAPHICS, INC",ATLANTA,GA,31193,1735
05,Student Affairs,6000,365202,TITANIUM SOFTWARE INC,P O BOX 980788,,HOUSTON,TX,77098-0788,1735
35,School of Medicine,6000,264921,ALLEGHENY EDUCATIONAL SYSTEMS INC,1425 FREEPORT ROAD,,NATRONA HEIGHTS,PA,15065,1736
44,Bradford Campus,7400,107897,INDICO LLC,27503 NETWORK PLACE,,CHICAGO,IL,60673-1275,1737
80,Athletics,6000,457805,AV LAUTTAMUS COMMUNICATIONS INC,29 NOBLESTOWN RD,,CARNEGIE,PA,15106,1737
39,School of Health & Rehabilitation Sciences,6400,321962,DUDS N SUDS,5430 CENTRE AVENUE,,PITTSBURGH,PA,15232,1738
90,Western Psychiatric Institute and Clinic,6000,268130,MUTHEN & MUTHEN,11965 VENICE BLVD,SUITE 407,LOS ANGELES,CA,90066,1739
35,School of Medicine,6000,185571,W NUHSBAUM INC,1701 S SCHROEDER LANE,,MCHENRY,IL,60050,1740
86,Sr V C Business and Operations,6000,109231,PITTSBURGH PIRATES,TICKET OFFICE,115 FEDERAL ST,PITTSBURGH,PA,15212,1740
87,Chief Financial Officer,6900,108097,NATIONAL STUDENT CLEARINGHOUSE,PO BOX 79252,,BALTIMORE,MD,21279-0252,1741
41,Johnstown Campus,6800,118068,SEABROOK WALLCOVERINGS INC,PO BOX 22597,,MEMPHIS,TN,38122,1742
35,School of Medicine,6000,229744,LIMBS & THINGS INC,16173 MAIN AVENUE,,PRIOR LAKE,MN,55372,1742
80,Athletics,6000,119588,UNIVERSITY OF PITTSBURGH BOOK CENTER,4000 FIFTH AVENUE,,PITTSBURGH,PA,15213,1743
31,School of Dental Medicine,6000,108906,"PENNSYLVANIA DENTAL ASSOCIATION, INC",PO BOX 79465,,BALTIMORE,MD,21279-0465,1743
44,Bradford Campus,6000,608318,CHURCH PLAZA COMPANIES INC,1725 BARBER ROAD,,SARASOTA,FL,34240,1744
23,Swanson School of Engineering,6000,108518,OMEGA ENGINEERING INC,PO BOX 405369,,ATLANTA,GA,30384-5369,1745
31,School of Dental Medicine,6000,103309,DCI INTERNATIONAL,DEPT 2821,135 S LASALLE,CHICAGO,IL,60674-2821,1746
05,Student Affairs,6000,316468,AAUW,COMMONWEALTH OF PENNSYLVANIA,300 LIBERTY AVENUE 11TH FLOOR,PITTSBURGH,PA,15222,1750
67,Facilities Management,7135,439092,"ARMIN IRON WORKS, INC",1800 PREBLE AVE,,PITTSBURGH,PA,15233,1750
23,Swanson School of Engineering,6000,627010,SRK CONSULTING INC,1625 SHAW AVE STE 103,,CLOVIS,CA,93611,1750
44,Bradford Campus,6400,327084,INFORMANT TECHNOLOGIES INC,19 JENKINS AVE,SUITE 200,LANSDALE,PA,19446,1750
41,Johnstown Campus,6400,131925,"HEAGY, DOLORES JEAN",289 4TH ST,,PITTSBURGH,PA,15201,1750
80,Athletics,6000,616981,ULTIMATE DRILL BOOK LLC,2212 FORSAM BEND,,AUSTIN,TX,78725,1750
80,Athletics,6400,109221,PITTSBURGH MAGAZINE,6160 S SYRACUSE WAY #300,,GREENWOOD VILLAGE,CO,80111,1750
80,Athletics,7135,521710,PROCESS OF ILLUMINATION LLC,409D MCKNIGHT CIRCLE,,PITTSBURGH,PA,15237,1750
35,School of Medicine,6000,110156,SAGE PUBLICATIONS INC,6 BONHILL ST,,LONDON,,EC2A 4PU,1750
41,Johnstown Campus,6800,527532,SCOTT C. ASH,115 NORTH EDGEWOOD AVE,SCOTT ASH VISUAL COMMUNICATIONS,SOMERSET,PA,15501,1752
06,Kenneth P. Dietrich School of Arts and Sciences,6000,372094,CRYSTEC GMBH,KOEPENICKER STRASSE 325,,BERLIN,,12555,1753
23,Swanson School of Engineering,6400,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,1755
44,Bradford Campus,6000,355338,INTERNATIONAL CHRIE,5005 ROYAL LANE,STE 190,IRVING,TX,75063,1755
67,Facilities Management,6000,275122,WOLF CREEK CO INC,PO BOX 26339,,TROTWOOD,OH,45426,1755
22,School of Education,6000,573452,DRC/CTB,PO BOX 881002,CUSTOMER SERVICE DEPT,INDIANAPOLIS,IN,46208-1002,1756
44,Bradford Campus,7100,161282,WM T SPAEDER CO INC,PO BOX 10066,,ERIE,PA,16514,1757
35,School of Medicine,6000,435385,INTEGRITY SOFTWARE INC,P O BOX 163902,,AUSTIN,TX,78716-3902,1757
44,Bradford Campus,6000,107075,MAGNA PUBLICATIONS INC,2718 DRYDEN DR,,MADISON,WI,53704-3086,1758
44,Bradford Campus,6000,163247,POCKET NURSE ENTERPRISES INC,200 1ST ST,,AMBRIDGE,PA,15003,1760
23,Swanson School of Engineering,6800,229465,IEEE,IPCC 2006 REGISTRATION CHAIR,7700 WEST PARMER LANE PL30,AUSTIN,TX,78729,1760
10,Sr V C and Provost,6000,354704,OELER INDUSTRIES INC,4700 CLAIRTON BLVD,SUITE 100B,PITTSBURGH,PA,15236,1760
35,School of Medicine,6800,146881,SPRINGER NATURE AMERICA INC,PO BOX 5054,,BRENTWOOD,TN,37024-5054,1760
41,Johnstown Campus,6400,109211,PITTSBURGH TECHNOLOGY COUNCIL,2000 TECHNOLOGY DRIVE,SUITE 100,PITTSBURGH,PA,15219,1760
80,Athletics,6000,109480,PRO ORTHOPEDIC DEVICES INC,PO BOX 27525,,TUCSON,AZ,85726,1761
55,UPMC Hillman Cancer Center,6000,162271,BETHYL LABORATORIES INC,PO BOX 850,,MONTGOMERY,TX,77356,1762
24,School of Law,6900,100493,AMERICAN ASSN OF LAW LIBRARIES,107 WATERHOUSE ROAD,CONVENTION DATA SERVICES,BOURNE,MA,02532,1764
41,Johnstown Campus,6600,299756,GAI TRONICS CORP,P.O. Box 930269,,Atlanta,GA,31193-0269,1764
06,Kenneth P. Dietrich School of Arts and Sciences,6000,119466,ATCC,5779 COLLECTION CENTER DR,,CHICAGO,IL,60693,1765
67,Facilities Management,6000,351678,VERIS INDUSTRIES LLC,21499 NETWORK PLACE,,CHICAGO,IL,60673-1214,1767
10,Sr V C and Provost,6000,547699,POST-UP STAND,5461 DUNHAM ROAD,,MAPLE HEIGHTS,OH,44137,1769
35,School of Medicine,6000,475042,ANIARA DIAGNOSTICS LLC,PCARD,,,OH,450400000,1772
67,Facilities Management,7400,489137,TOM BROWN CONTRACTING INC,P O BOX 534,224 GEORGETOWN ROAD,LAWRENCE,PA,15055,1773
06,Kenneth P. Dietrich School of Arts and Sciences,6400,102474,CHRONICLE OF HIGHER EDUCATION,PO BOX 791122,,BALTIMORE,MD,21279-1122,1775
44,Bradford Campus,6400,316830,CITY OF BRADFORD,24 KENNEDY ST,,BRADFORD,PA,16701,1775
41,Johnstown Campus,6000,211461,ACTIVATION LABORATORIES LTD,1336 SANDHILL DRIVE,,ANCASTER ONT,,L9G 4V5,1776
55,UPMC Hillman Cancer Center,6000,551070,GENOMIC VISION,80-84 RUE DES MEUNIERS,BATIMENT E GREEN SQUARE,BAGNEUX,,92229,1776
33,School of Pharmacy,6000,105965,JACKSON LABORATORY,600 MAIN ST,,BAR HARBOR,ME,04609-1500,1778
41,Johnstown Campus,7100,506718,ROTO ROOTER 1,PO BOX 444,,JOHNSTOWN,PA,15907,1780
55,UPMC Hillman Cancer Center,6000,111869,UNIVERSITY OF NORTH CAROLINA,OFFICE OF SPONSORED RESEARCH,PO BOX 402420,ATLANTA,GA,30384,1780
44,Bradford Campus,7140,350127,TAYLOR & ARMSTRONG CONTRACTING INC,PO BOX 352,,ELDRED,PA,16731,1780
15,College of General Studies,6400,295248,RUFFALO NOEL LEVITZ,PO BOX 3018,,CEDAR RAPIDS,IA,52401,1784
92,Business Operations,6000,240436,4IMPRINT INC,25303 NETWORK PLACE,,CHICAGO,IL,60673-1253,1784
89,V C Human Resources,7140,423817,TRI STATE FLOORING INC,1206 WESTERN AVE 4TH FL,PO BOX 99187,PITTSBURGH,PA,15233,1784
05,Student Affairs,6000,469979,MAILCHIMP.COM,,,,,30318,1785
31,School of Dental Medicine,7400,102710,COLTENE WHALEDENT INC,1002 FIELD ST NW,,CANTON,OH,44709,1787
