RC Number,RC Name,Category,Vendor Number,Vendor Name,Address 1,Address 2,City,State,Zipcode, Amount 
55,University of Pittsburgh Cancer Institute,6000,100468,AMERICAN ASSOCIATION FOR CANCER RESEARCH,1725 DUKE ST #520,,ALEXANDRIA,VA,22314,"  7,969.00 "
60,Libraries,6500,525236,AMERICAN ASSOCIATION FOR RESPIRATORY CAR,PO BOX 650097,,DALLAS,TX,75265-0097,"  1,251.00 "
32,School of Nursing,6900,100485,AMERICAN ASSOCIATION OF COLLEGES OF NURS,101 COLUMBIA,,ALISO VIEJO,CA,92656,"  6,184.00 "
31,School of Dental Medicine,6000,443939,AMERICAN ASSOCIATION OF DENTAL BOARDS,211 EAST CHICAGO AVENUE,SUITE 760,CHICAGO,IL,60611,"  4,000.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,298575,AMERICAN ASSOCIATION OF PHYSICS TEACHERS,ONE PHYSICS ELLIPSE,,COLLEGE PARK,MD,20740-3845,"  1,013.00 "
41,Johnstown Campus,6900,278925,AMERICAN ASSOCIATION OF STATE COLLEGES &,1307 NEW YORK AVE. NW,FIFTH FLOOR,WASHINGTON,DC,20005-4701,"  6,614.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6400,100508,AMERICAN ASTRONOMICAL SOCIETY,P O BOX 79305,,BALTIMORE,MD,21279-0305,"  1,220.00 "
92,Business Operations,7400,100512,AMERICAN BAR ASSOCIATION,PO BOX 4745,,CAROL STREAM,IL,60197,"  1,100.00 "
54,General Counsel,6900,100512,AMERICAN BAR ASSOCIATION,PO BOX 4745,,CAROL STREAM,IL,60197,"  1,071.00 "
24,School of Law,6500,100512,AMERICAN BAR ASSOCIATION,PO BOX 4745,,CAROL STREAM,IL,60197,"  3,300.00 "
24,School of Law,6900,100512,AMERICAN BAR ASSOCIATION,PO BOX 4745,,CAROL STREAM,IL,60197,"  17,150.00 "
31,School of Dental Medicine,6000,177844,AMERICAN BOARD OF PEDIATRIC DENTISTRY,1193 WOODGATE DRIVE,,CARMEL,IN,46033,"  3,400.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100531,AMERICAN CHEMICAL SOCIETY,DEPARTMENT OF CHEMISTRY,0213 GILMAN HALL,AMES,IA,50011,"  2,312.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6400,100531,AMERICAN CHEMICAL SOCIETY,DEPARTMENT OF CHEMISTRY,0213 GILMAN HALL,AMES,IA,50011,"  7,523.00 "
60,Libraries,6500,100531,AMERICAN CHEMICAL SOCIETY,DEPARTMENT OF CHEMISTRY,0213 GILMAN HALL,AMES,IA,50011,"  151,200.00 "
35,School of Medicine,6000,100533,AMERICAN CLEFT PALATE-CRANIOFACIAL ASSN,1829 E FRANKLIN ST,SUITE 1022,CHAPEL HILL,NC,27514-5864,"  1,020.00 "
90,Western Psychiatric Institute and Clinic,6900,100546,AMERICAN COLLEGE OF NEUROPSYCHOPHARMACOL,5034A THOROUGHBRED LANE,,BRENTWOOD,TN,37027,"  1,215.00 "
32,School of Nursing,6400,348893,AMERICAN COLLEGE OF NURSE-MIDWIVES,3137 HEMLOCK DR,"ATTN - BARBARA LEE, CNM",ERIE,PA,16506,"  9,583.00 "
22,School of Education,6000,290344,AMERICAN COLLEGE OF SPORTS MEDICINE,PO BOX 663607,,CAROL STREAM,IL,60122-6022,"  2,787.00 "
39,School of Health & Rehabilition Sciences,6000,238281,AMERICAN CONGRESS OF REHAB MEDICINE,PO BOX 759272,,BALTIMORE,MD,21275,"  1,897.00 "
44,Bradford Campus,6900,100565,AMERICAN COUNCIL ON EDUCATION,PO BOX 418762,MEMBERSHIP DEPT,BOSTON,MA,02241-8762,"  1,125.00 "
42,Greensburg Campus,6900,100565,AMERICAN COUNCIL ON EDUCATION,PO BOX 418762,MEMBERSHIP DEPT,BOSTON,MA,02241-8762,"  1,159.00 "
02,Secretary of the Board of Trustees,6900,100565,AMERICAN COUNCIL ON EDUCATION,PO BOX 418762,MEMBERSHIP DEPT,BOSTON,MA,02241-8762,"  17,986.00 "
31,School of Dental Medicine,6000,100571,AMERICAN DENTAL ASSOCIATION,PO BOX 1483,MEMBERSHIP PROCESSING DEPARTMENT,BROCKTON,MA,02303-1483,"  4,305.00 "
31,School of Dental Medicine,6900,100571,AMERICAN DENTAL ASSOCIATION,PO BOX 1483,MEMBERSHIP PROCESSING DEPARTMENT,BROCKTON,MA,02303-1483,"  28,075.00 "
31,School of Dental Medicine,7700,100571,AMERICAN DENTAL ASSOCIATION,PO BOX 1483,MEMBERSHIP PROCESSING DEPARTMENT,BROCKTON,MA,02303-1483,"  1,860.00 "
31,School of Dental Medicine,6000,216157,AMERICAN DENTAL EDUCATION ASSOCIATION,1625 MASSACHUSETTS AVENUE NW,,WASHINGTON,DC,20036-2212,"  14,310.00 "
31,School of Dental Medicine,6900,216157,AMERICAN DENTAL EDUCATION ASSOCIATION,1625 MASSACHUSETTS AVENUE NW,,WASHINGTON,DC,20036-2212,"  26,272.00 "
35,School of Medicine,6900,100573,AMERICAN DIABETES ASSOCIATION,PROFESSIONAL SECTION MEMBERSHIP,1660 DUKE ST,ALEXANDRIA,VA,22314,"  1,145.00 "
32,School of Nursing,6000,238676,AMERICAN DISCOUNT UNIFORM INC,4772 LIBERTY AVE,,BLOOMFIELD,PA,15224,"  3,770.00 "
41,Johnstown Campus,6000,220599,AMERICAN EAGLE SCREEN PRINT,1107 CUSHON STREET,,JOHNSTOWN,PA,15902,"  17,813.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100580,AMERICAN ECONOMIC ASSN,PO BOX 307026,,NASHVILLE,TN,37203,"  3,408.00 "
22,School of Education,6000,154135,AMERICAN EDUCATION RESEARCH ASSOCIATION,SIG,C/O DR CHRISTOPHER HOADLEY,BERKELEY,CA,94720,"  3,097.00 "
22,School of Education,6000,100582,AMERICAN EDUCATIONAL RESEARCH ASSN,CHRISTOPHER HOADLEY,GRADUATE GROUP IN SCIENCE & MATH,BERKELEY,CA,94720-1670,"  2,570.00 "
92,Business Operations,7400,268686,AMERICAN EXPEDITING COMPANY INC,801 NORTH PRIMOS AVE,,FOLCROFT,PA,19032,"  3,828.00 "
85,School of Medicine Division Administration,6700,268686,AMERICAN EXPEDITING COMPANY INC,801 NORTH PRIMOS AVE,,FOLCROFT,PA,19032,"  5,294.00 "
67,Facilities Management,6000,559851,AMERICAN FAB INC,PCARD,,,SC,296900000,"  5,000.00 "
85,School of Medicine Division Administration,6000,499497,AMERICAN FLOOR MATS LLC,152 ROLLINS AVE,#102,ROCKVILLE,MD,20852,"  1,725.00 "
92,Business Operations,7400,210442,AMERICAN FOUNDATION FOR THE BLIND,1000 FIFTH AVE STE 350,,,WV,25701,"  2,131.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6400,100595,AMERICAN GEOPHYSICAL UNION,P.O. BOX 503284,,ST. LOUIS,MO,63150-3284,"  1,843.00 "
35,School of Medicine,6000,165376,AMERICAN GLAUCOMA SOCIETY,0PTHAMOLOGY DEPT./INDIANA UNIV,702 ROTARY CIRCLE,INDIANAPOLIS,IN,46202,"  1,075.00 "
39,School of Health & Rehabilition Sciences,6000,100601,AMERICAN HEALTH INFORMATION MANAGEMENT A,PO BOX 4295,,CAROL STREAM,IL,60197-4295,"  3,716.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6900,100605,AMERICAN HISTORICAL ASSN,PO BOX 37240,,BALTIMORE,MD,21297-3240,"  3,500.00 "
44,Bradford Campus,6000,100608,AMERICAN HOTEL REGISTER CO,16458 COLLECTIONS CENTER DR,,CHICAGO,IL,60693,"  14,612.00 "
41,Johnstown Campus,6000,100608,AMERICAN HOTEL REGISTER CO,16458 COLLECTIONS CENTER DR,,CHICAGO,IL,60693,"  3,487.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6400,100621,AMERICAN INSTITUTE OF PHYSICS,C/O NIELS BOHR LIBRARY,1 PHYSICS ELLIPSE,COLLEGE PARK,PA,20740,"  2,592.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6800,100621,AMERICAN INSTITUTE OF PHYSICS,C/O NIELS BOHR LIBRARY,1 PHYSICS ELLIPSE,COLLEGE PARK,PA,20740,"  1,600.00 "
60,Libraries,6500,100621,AMERICAN INSTITUTE OF PHYSICS,C/O NIELS BOHR LIBRARY,1 PHYSICS ELLIPSE,COLLEGE PARK,PA,20740,"  48,059.00 "
92,Business Operations,7400,472861,AMERICAN INTERNATIONAL MAILING INC,3922 VERO ROAD,SUITE 1,BALTIMORE,MD,21227,"  15,996.00 "
60,Libraries,6500,100641,AMERICAN LIBRARY ASSN,PO BOX 141,,ANNAPOLIS JUNCTION`,MD,20701-0141,"  2,435.00 "
87,Chief Financial Officer,6000,100646,AMERICAN MANAGEMENT ASSN,P O BOX 54195,,BOULDER,CO,80321-4195,"  1,596.00 "
22,School of Education,6400,100646,AMERICAN MANAGEMENT ASSN,P O BOX 54195,,BOULDER,CO,80321-4195,"  1,516.00 "
21,Katz Graduate School of Business,6000,100648,AMERICAN MARKETING ASSOCIATION,250 S WACKER DR,SUITE 5800,CHICAGO,IL,60606-2266,"  1,490.00 "
22,School of Education,6000,100648,AMERICAN MARKETING ASSOCIATION,250 S WACKER DR,SUITE 5800,CHICAGO,IL,60606-2266,"  1,000.00 "
10,Senior Vice Chancellor and Provost,6000,100648,AMERICAN MARKETING ASSOCIATION,250 S WACKER DR,SUITE 5800,CHICAGO,IL,60606-2266,"  2,455.00 "
85,School of Medicine Division Administration,6000,244154,AMERICAN MASTER TECH SCIENTIFIC INC,PO BOX 2539,,LODI,CA,95241-2539,"  1,005.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6900,100650,AMERICAN MATHEMATICAL SOCIETY,POST OFFICE BOX 5904,,BOSTON,MA,02206,"  5,235.00 "
60,Libraries,6500,100650,AMERICAN MATHEMATICAL SOCIETY,POST OFFICE BOX 5904,,BOSTON,MA,02206,"  1,944.00 "
35,School of Medicine,6000,200090,AMERICAN MEDICAL ASSOCIATION,PO BOX 930876,,ATLANTA,GA,31198-0876,"  2,459.00 "
30,"Senior Vice Chancellor, Health Sciences",6500,200090,AMERICAN MEDICAL ASSOCIATION,PO BOX 930876,,ATLANTA,GA,31198-0876,"  53,506.00 "
39,School of Health & Rehabilition Sciences,6000,117255,AMERICAN MEDICAL INFORMATION,PO BOX 3366,,OMAHA,NE,68176,"  2,520.00 "
35,School of Medicine,6000,117255,AMERICAN MEDICAL INFORMATION,PO BOX 3366,,OMAHA,NE,68176,"  23,149.00 "
92,Business Operations,7135,188448,AMERICAN NATIONAL SKYLINE INC,PO BOX 4543,,CAROL STREAM,IL,60197-4543,"  16,700.00 "
67,Facilities Management,6400,188448,AMERICAN NATIONAL SKYLINE INC,PO BOX 4543,,CAROL STREAM,IL,60197-4543,"  124,351.00 "
85,School of Medicine Division Administration,6400,188448,AMERICAN NATIONAL SKYLINE INC,PO BOX 4543,,CAROL STREAM,IL,60197-4543,"  18,065.00 "
32,School of Nursing,6400,566401,AMERICAN NURSING INFORMATICS ASSOCIATION,PO BOX 56,,PITMAN,NJ,08071-0056,"  1,750.00 "
39,School of Health & Rehabilition Sciences,6000,100668,AMERICAN OCCUPATIONAL THERAPY ASSOCIATIO,PO BOX 64394,,BALTIMORE,MD,21264-4394,"  8,454.00 "
39,School of Health & Rehabilition Sciences,6400,100668,AMERICAN OCCUPATIONAL THERAPY ASSOCIATIO,PO BOX 64394,,BALTIMORE,MD,21264-4394,"  3,760.00 "
39,School of Health & Rehabilition Sciences,6000,522516,AMERICAN OCCUPATIONAL THERAPY FOUNDATION,PCARD,,,MD,208140000,"  1,185.00 "
31,School of Dental Medicine,6000,269467,AMERICAN ORTHODONTICS CORP,PO BOX 109,,MILWAUKEE,WI,53278-0109,"  2,465.00 "
87,Chief Financial Officer,6000,100673,AMERICAN PAYROLL ASSOCIATION,WESTERN PENNSYLVANIA CHAPTER,P O BOX 1345,MOON TOWNSHIP,PA,15108,"  5,716.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100677,AMERICAN PHILOSOPHICAL ASSN,PO BOX 481,SUBSCRIBER SERVICES,CANTON,MA,02021-0481,"  1,040.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100679,AMERICAN PHYSICAL SOCIETY,1111 NORTH FAIRFAX ST,,ALEXANDRIA,VA,22314-1488,"  2,595.00 "
39,School of Health & Rehabilition Sciences,6000,100680,AMERICAN PHYSICAL THERAPY ASSN,1111 N FAIRFAX ST,,ALEXANDRIA,VA,22314,"  2,500.00 "
39,School of Health & Rehabilition Sciences,6400,100680,AMERICAN PHYSICAL THERAPY ASSN,1111 N FAIRFAX ST,,ALEXANDRIA,VA,22314,"  3,438.00 "
35,School of Medicine,6900,100681,AMERICAN PHYSIOLOGICAL SOCIETY,9650 ROCKVILLE PIKE,,BETHESDA,MD,20814-3991,"  1,205.00 "
25,Graduate School of Public & International Affairs,6000,100683,AMERICAN POLITICAL SCIENCE ASSN,MEMBERSHIP,PO BOX 631125,BALTIMORE,MD,21263-1125,"  2,039.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100683,AMERICAN POLITICAL SCIENCE ASSN,MEMBERSHIP,PO BOX 631125,BALTIMORE,MD,21263-1125,"  1,765.00 "
41,Johnstown Campus,6800,447701,AMERICAN PRINTING,2909 SYENE ROAD,,MADISON,WI,53713,"  6,236.00 "
39,School of Health & Rehabilition Sciences,6000,552834,AMERICAN PROSTHETIC COMPONENTS LLC,900 ONTARIO ROAD,,GREEN BAY,WI,54311,"  4,506.00 "
90,Western Psychiatric Institute and Clinic,6900,100686,AMERICAN PSYCHIATRIC ASSN,1000 WILSON BLVD,SUITE 1825,ARLINGTON,VA,22209,"  3,505.00 "
32,School of Nursing,6400,437575,AMERICAN PSYCHIATRIC NURSES ASSOCIATION,PO BOX 75365,,BALTIMORE,MD,21275-5365,"  1,400.00 "
30,"Senior Vice Chancellor, Health Sciences",6500,100688,AMERICAN PSYCHIATRIC PUBLISHING INC,1000 WILSON BLVD,SUITE 1825,ARLINGTON,VA,22209,"  11,906.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100689,AMERICAN PSYCHOLOGICAL ASSN,PO BOX 74003,,BALTIMORE,MD,21274-4003,"  4,626.00 "
05,Student Affairs,6900,100689,AMERICAN PSYCHOLOGICAL ASSN,PO BOX 74003,,BALTIMORE,MD,21274-4003,"  2,250.00 "
35,School of Medicine,6000,100690,AMERICAN PSYCHOLOGICAL SOCIETY,P O BOX 17422,,BALTIMORE,MD,21297-1422,"  1,003.00 "
44,Bradford Campus,6000,100693,AMERICAN RED CROSS,302 CONGRESS ST,,BRADFORD,PA,16701,"  1,644.00 "
57,Education-University Service Programs,6000,100693,AMERICAN RED CROSS,302 CONGRESS ST,,BRADFORD,PA,16701,"  5,420.00 "
22,School of Education,6000,100693,AMERICAN RED CROSS,302 CONGRESS ST,,BRADFORD,PA,16701,"  3,325.00 "
44,Bradford Campus,6400,333930,AMERICAN REFINING GROUP INC,77 NORTH KENDALL AVE,,BRADFORD,PA,16701,"  6,070.00 "
44,Bradford Campus,6000,336097,AMERICAN ROCK SALT CO LLC,PO BOX 8000,DEPT 909,BUFFALO,NY,14267,"  9,534.00 "
67,Facilities Management,6000,336097,AMERICAN ROCK SALT CO LLC,PO BOX 8000,DEPT 909,BUFFALO,NY,14267,"  19,961.00 "
42,Greensburg Campus,6000,336097,AMERICAN ROCK SALT CO LLC,PO BOX 8000,DEPT 909,BUFFALO,NY,14267,"  7,911.00 "
41,Johnstown Campus,6000,336097,AMERICAN ROCK SALT CO LLC,PO BOX 8000,DEPT 909,BUFFALO,NY,14267,"  17,776.00 "
67,Facilities Management,6000,390446,AMERICAN SEATING CO,2587 PAYSPHERE CIRCLE,,CHICAGO,IL,60674,"  389,209.00 "
31,School of Dental Medicine,6000,100706,AMERICAN SOCIETY FOR BONE AND MINERAL RE,PO BOX 630485,,BALTIMORE,MD,21263-0485,"  2,405.00 "
35,School of Medicine,6000,100707,AMERICAN SOCIETY FOR CELL BIOLOGY,1250 N PITT ST,,ALEXANDRIA,VA,22314,"  1,536.00 "
60,Libraries,6500,175167,AMERICAN SOCIETY OF CIVIL ENGINEERS,PO BOX 79162,,BALTIMORE,MD,21279-0162,"  14,869.00 "
31,School of Dental Medicine,6000,147790,AMERICAN SOCIETY OF DENTIST ANESTHESIOLO,TREASURER,723 NORTH BEERS STREET,HOLMDEL,NJ,07733,"  3,393.00 "
33,School of Pharmacy,6900,100728,AMERICAN SOCIETY OF HEALTH-SYSTEM PHARMA,PO BOX 75487,,BALTIMORE,MD,21275-5487,"  3,900.00 "
23,Swanson School of Engineering,6800,569143,AMERICAN SOCIETY OF HIGHWAY ENGINEERS,1368 SPREADING OAK DRIVE,,PITTSBURGH,PA,15220,"  2,150.00 "
24,School of Law,6400,132396,AMERICAN SOCIETY OF INTERNATIONAL LAW,P.O. BOX 79516,,BALTIMORE,MD,21279-0516,"  5,000.00 "
24,School of Law,6900,132396,AMERICAN SOCIETY OF INTERNATIONAL LAW,P.O. BOX 79516,,BALTIMORE,MD,21279-0516,"  5,000.00 "
23,Swanson School of Engineering,6400,130246,AMERICAN SOCIETY OF SAFETY ENGINEERS,33480 TREASURY CENTER,,CHICAGO,IL,60694-3400,"  6,880.00 "
23,Swanson School of Engineering,6900,130246,AMERICAN SOCIETY OF SAFETY ENGINEERS,33480 TREASURY CENTER,,CHICAGO,IL,60694-3400,"  5,000.00 "
55,University of Pittsburgh Cancer Institute,6000,100748,AMERICAN STATISTICAL ASSN,1429 DUKE ST,,ALEXANDRIA,VA,22314-3415,"  1,240.00 "
31,School of Dental Medicine,6900,100750,AMERICAN STUDENT DENTAL ASSN,211 E CHICAGO AVE,STE 840,CHICAGO,IL,60611,"  34,020.00 "
35,School of Medicine,6000,100757,AMERICAN THORACIC SOCIETY,CONVENTION DATA SERVICES,107 WATERHOUSE ROAD,BOURNE,MA,02532,"  2,935.00 "
30,"Senior Vice Chancellor, Health Sciences",6500,100757,AMERICAN THORACIC SOCIETY,CONVENTION DATA SERVICES,107 WATERHOUSE ROAD,BOURNE,MA,02532,"  6,151.00 "
44,Bradford Campus,6000,294243,AMERICAN TIME & SIGNAL CO,140 THIRD ST SOUTH,,DASSEL,MN,55325-0707,"  4,422.00 "
67,Facilities Management,6000,168743,AMERICAN TRAINING RESOURCES INC,PO BOX 487,,TUSTIN,CA,92781-0487,"  3,970.00 "
80,Athletics,6400,100763,AMERICAN UNIVERSITY,P O BOX 17539,STUDENT ACCOUNTS,BALTIMORE,MD,21297-1539,"  14,000.00 "
85,School of Medicine Division Administration,6900,230929,AMERICANS FOR MEDICAL PROGRESS,908 KING STREET,SUITE 301,ALEXANDRIA,VA,22314,"  2,000.00 "
92,Business Operations,7135,499640,AMERICLEAN OF WESTERN PA,429 ADARA WAY,,PITTSBURGH,PA,15210,"  11,400.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,194270,AMUNEAL MANUFACTURING CORPORATION,4737 DARRAH STREET,,PHILADELPHIA,PA,19124,"  2,510.00 "
31,School of Dental Medicine,6400,560649,"AMYOT, CYNTHIA C",9618 W 128TH TERRACE,,OVERLAND PARK,KS,66213,"  1,200.00 "
35,School of Medicine,6000,358248,ANA AIR,PCARD,,,,90504,"  1,542.00 "
35,School of Medicine,6000,100798,ANASPEC INC,34801 CAMPUS DR,,FREMONT,CA,94555,"  5,684.00 "
23,Swanson School of Engineering,6000,489594,ANATECH USA,2947 WHIPPLE RD,,UNION CITY,CA,94587-1207,"  2,126.00 "
35,School of Medicine,6000,217629,ANATRACE,PO BOX 80543,,CITY OF INDUSTRY,CA,91716-8543,"  2,956.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,100802,ANCARE CORP,BOX 814,,BELLMORE,NY,11710,"  2,344.00 "
85,School of Medicine Division Administration,6000,100802,ANCARE CORP,BOX 814,,BELLMORE,NY,11710,"  80,322.00 "
32,School of Nursing,6400,213790,ANCC,PO BOX 791333,,BALTIMORE,MD,21279-1333,"  2,000.00 "
01,Chancellor,6000,127140,ANCESTRY INC,266 W CENTER,BLDG 2,OREM,UT,84057,"  2,112.00 "
67,Facilities Management,7100,542105,ANCHOR ELITE LLC,6 MOULTRIE DR,,TAYLORS,SC,29687,"  22,300.00 "
92,Business Operations,7135,547661,ANCHOR HOCKING COMPANY,SPECIALTY GLASS,2630 RELIABLE PARKWAY,CHICAGO,IL,60686,"  3,543.00 "
85,School of Medicine Division Administration,6000,219254,ANDERSEN PRODUCTS INC,3202 CAROLINE DRIVE,,HAW RIVER,NC,27258-9575,"  2,644.00 "
67,Facilities Management,6000,182280,ANDERSON INTERIORS INC,815 ALLEGHENY AVENUE,,OAKMONT,PA,15139,"  4,419.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,182280,ANDERSON INTERIORS INC,815 ALLEGHENY AVENUE,,OAKMONT,PA,15139,"  25,065.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6800,477384,"ANDERSON, THOMAS H",705 REDSTONE RD,,WASHINGTON,PA,15301,"  2,220.00 "
85,School of Medicine Division Administration,6400,100823,ANDY WARHOL MUSEUM,117 SANDUSKY ST,,PITTSBURGH,PA,15212,"  4,385.00 "
35,School of Medicine,6000,548177,ANGIO-PROTEOMIE,"11 PARK DRIVE, SUITE 12",,BOSTON,MA,02215,"  3,100.00 "
32,School of Nursing,6400,475042,ANIARA DIAGNOSTICS LLC,PCARD,,,OH,450400000,"  1,400.00 "
85,School of Medicine Division Administration,6000,291384,ANIMAL CARE SYSTEMS INC,7086 SOUTH REVERE PARKWAY,SUITE 100,CENTENNIAL,CO,80112,"  10,945.00 "
85,School of Medicine Division Administration,6000,350895,ANIMAL SPECIALTIES AND PROVISIONS LLC,2400 MILFORD SQUARE PIKE,,QUAKERTOWN,PA,18951,"  1,472.00 "
56,"Vice Chancellor, Institutional Advancement",6400,117276,"ANISKO, STEVEN M",1235 FOX TERRIER DRIVE,,BETHEL PARK,PA,15102,"  1,000.00 "
61,Computing Services & Systems Development,6000,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  186,982.00 "
61,Computing Services & Systems Development,7100,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  6,812.00 "
61,Computing Services & Systems Development,7400,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  151,847.00 "
67,Facilities Management,6000,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  76,624.00 "
67,Facilities Management,7100,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  3,138.00 "
42,Greensburg Campus,6000,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  1,082.00 "
42,Greensburg Campus,6600,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  4,871.00 "
41,Johnstown Campus,6000,154166,ANIXTER INC,PO BOX 98908,,CHICAGO,IL,60693-8908,"  13,488.00 "
56,"Vice Chancellor, Institutional Advancement",6400,534805,ANNUAL GIVING NETWORK,PCARD,,,MA,020520000,"  1,175.00 "
92,Business Operations,7400,100664,ANS,PO BOX 97781,,CHICAGO,IL,60678-7781,"  2,153.00 "
23,Swanson School of Engineering,6000,158386,ANSYS INC,PO BOX 4843,,BOSTON,MA,02212-4843,"  39,550.00 "
85,School of Medicine Division Administration,6400,157050,ANTECH DIAGNOSTICS,10 EXECUTIVE BLVD,,FARMINGDALE,NY,11735-0000,"  3,456.00 "
60,Libraries,6500,383786,ANTHOLOGY OF RECORDED MUSIC INC-DRAM,20 JAY STREET,SUITE 1001,BROOKLYN,NY,11201,"  1,995.00 "
21,Katz Graduate School of Business,6000,544451,ANTHONYS ORIGINALS PRODUCE,PCARD,,,PA,151080000,"  2,084.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,175821,ANTIBODIES INC,25242 RD 95,,DAVIS,CA,95616,"  1,650.00 "
92,Business Operations,7400,100853,ANTIGUA GROUP INC,135 S.LASALLE ST DEPT 2903,,CHICAGO,IL,60674-2903,"  17,510.00 "
23,Swanson School of Engineering,6000,394589,ANTON PAAR USA,10215 TIMBER RIDGE DRIVE,,ASHLAND,VA,23005,"  4,011.00 "
80,Athletics,6400,562705,"ANTONELLI, DEBORAH M",3323 OLYMPIC LANE,,MOUNT PLEASANT,SC,29466,"  1,500.00 "
44,Bradford Campus,6000,456732,ANYTIME WORLD WIDE,1000 TOWN CENTER DRIVE,THIRD FLOOR PROCESSING,OXNARD,CA,93036,"  1,306.00 "
83,General University,7700,368711,AON RISK SERVICES CENTRAL INC,1650 MARKET,SUITE 1000,PHILADELPHIA,PA,19103,"  1,382,634.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,7700,368711,AON RISK SERVICES CENTRAL INC,1650 MARKET,SUITE 1000,PHILADELPHIA,PA,19103,"  1,000.00 "
85,School of Medicine Division Administration,7700,368711,AON RISK SERVICES CENTRAL INC,1650 MARKET,SUITE 1000,PHILADELPHIA,PA,19103,"  3,151.00 "
32,School of Nursing,6000,435310,AONE,PO BOX 92592,,CHICAGO,IL,60675-2592,"  3,200.00 "
22,School of Education,6400,409358,AOT INC,401 LOCUST STREET SUITE 2A,,CORAOPOLIS,PA,15108,"  3,563.00 "
67,Facilities Management,7100,237989,AP SERVICES,203 ARMSTRONG DR,,FREEPORT,PA,16229,"  1,854.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,135545,APA EXPOSITION SERVICES,20 39TH STREET,,PITTSBURGH,PA,15201,"  1,128.00 "
35,School of Medicine,6000,135545,APA EXPOSITION SERVICES,20 39TH STREET,,PITTSBURGH,PA,15201,"  10,150.00 "
35,School of Medicine,6400,135545,APA EXPOSITION SERVICES,20 39TH STREET,,PITTSBURGH,PA,15201,"  2,561.00 "
35,School of Medicine,6800,135545,APA EXPOSITION SERVICES,20 39TH STREET,,PITTSBURGH,PA,15201,"  17,555.00 "
55,University of Pittsburgh Cancer Institute,6000,135545,APA EXPOSITION SERVICES,20 39TH STREET,,PITTSBURGH,PA,15201,"  1,330.00 "
06,Kenneth P. Dietrich School of Arts and Sciences,6000,234003,APA INC,P.O. BOX 17419,,BALTIMORE,MD,21297-1419,"  1,250.00 "
87,Chief Financial Officer,6000,299861,APA LEARNING SYSTEMS,PCARD,,,,55121,"  2,824.00 "
92,Business Operations,6000,510365,APAR EDUCATIONAL LLC,PCARD,,,PA,152120000,"  6,048.00 "
92,Business Operations,6000,275717,APCO INTERNATIONAL,351 N WILLIAMSON BLVD,,DAYTONA BEACH,FL,32114,"  1,229.00 "
67,Facilities Management,6000,564308,APEC WATER SYSTEMS,PCARD,,,CA,917450000,"  3,217.00 "
15,College of General Studies,6000,499655,APLAF INC,PO BOX 4668,#22490,NEW YORK,NY,10163,"  4,499.00 "
25,Graduate School of Public & International Affairs,6000,100870,APPAM,BOX 18766,,WASHINGTON,DC,20036,"  2,000.00 "
10,Senior Vice Chancellor and Provost,6800,428456,APPERSON INC,13910 CERRITOS CORPORATE DR,,CERRITOS,CA,90703,"  15,600.00 "
23,Swanson School of Engineering,6000,419754,APPFIVE LLC,"1095 W RIO SALADO PARKWAY, #110",,TEMPE,AZ,85281,"  65,000.00 "
80,Athletics,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384,"  54,372.00 "
44,Bradford Campus,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384,"  29,537.00 "
92,Business Operations,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384,"  2,581.00 "
