RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,Szipcode,Amount,
43,Titusville Campus,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,1456,
35,School of Medicine,6000,119588,UNIVERSITY OF PITTSBURGH BOOK CENTER,4000 FIFTH AVENUE,,PITTSBURGH,PA,15213,1457,
55,UPMC Hillman Cancer Center,6400,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,1457,
41,Johnstown Campus,6000,211461,ACTIVATION LABORATORIES LTD,1336 SANDHILL DRIVE,,ANCASTER ONT,,L9G 4V5,1457,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,637952,"STONES, M ALISON","255 W 95TH ST, APT 5A",,NEW YORK,NY,10025,1458,
42,Greensburg Campus,6000,652767,UNIVERSAL MAP LLC,PCARD,,,FL,327240000,1458,
44,Bradford Campus,6000,165600,KRIGGER & CO INC,4360 GIBSONIA RD,PO BOX 1427,GIBSONIA,PA,15044-1427,1458,
92,Business Operations,7400,576417,RIFLE INC,PO BOX 744566,,ATLANTA,GA,30374-4566,1458,
39,School of Health & Rehabilitation Sciences,6000,629422,MEYERPT,PCARD,,,OH,442360000,1458,
35,School of Medicine,6000,607261,TODAY'S CLASSROOM LLC,6551 MIDDLEBRANCH AVE NE,,CANTON,OH,44721,1460,
35,School of Medicine,6000,363672,OFFICEFURNITURE.COM,,,,,53202,1462,
85,School of Medicine Division Administration,7100,445150,SPECTRUM ENVIRONMENTAL INC,102 TECHNOLOGY LANE,,EXPORT,PA,15632,1462,
42,Greensburg Campus,7100,107335,MCKAMISH INC,50 55TH ST,,PITTSBURGH,PA,15201,1462,
92,Business Operations,7400,107983,NATIONAL BOOK NETWORK INC,PO BOX 62045,,BALTIMORE,MD,21254-2045,1462,
67,Facilities Management,7100,182909,VICNOR FARMS INC,PO BOX 227,,CONNOQUENESSING,PA,16027,1465,
92,Business Operations,7100,107169,MAROADI TRANSFER AND STORAGE INC,1850 GILL HALL RD,RT 30,FINELYVILLE,PA,15332,1465,
92,Business Operations,7135,100223,AGRECYCLE INC,PO BOX 38783,,PITTSBURGH,PA,15238,1465,
56,Division of Philanthropic and Alumni Engagement,6400,217664,CONCENTRA MEDICAL CENTERS,15 FREEPORT ROAD,SUITE 100,ASPINWALL,PA,15215,1466,
21,Katz Graduate School of Business,6400,109296,"PLANTSCAPE, INC",3101 LIBERTY AVE,,PITTSBURGH,PA,15201,1466,
42,Greensburg Campus,6000,479315,KISKI VALLEY UNIFORMS & SUPPLY,3841 OLD WILLIAM PENN HWY,,MURRYSVILLE,PA,15668,1466,
92,Business Operations,6400,627970,"CEHUM, SHA-KING A",618 BLUEBERRY RD,,MONROEVILLE,PA,15146,1466,
35,School of Medicine,6000,348232,SLACK MEDICAL PUBLICATIONS,,,,,08086,1467,
92,Business Operations,6000,175255,GRAPHCO,OHIO GRAPHCO INC,PO BOX 72007,CLEVELAND,OH,44192-0002,1469,
67,Facilities Management,7140,204855,JV RIGGING INC,740 GREENSBURG ROAD PO BOX 4097,,NEW KENSINGTON,PA,15068-0000,1470,
89,VC Human Resources,6400,375552,LEADERSHIP DESIGNERS INC,P O BOX 101000,,PITTSBURGH,PA,15237,1471,
35,School of Medicine,6900,107982,NATIONAL BOARD OF MEDICAL EXAMINERS,PO BOX 48014,,NEWARK,NJ,07101-4814,1471,
31,School of Dental Medicine,6000,259365,SYBRON ENDO,14337 COLLECTION CENTER DR,,CHICAGO,IL,60693,1471,
85,School of Medicine Division Administration,6000,557835,INTEGRA BIOSCIENCES CORPORATION,2 WENTWORTH DRIVE,,HUDSON,NH,03051,1473,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,223769,DLT SOLUTIONS LLC,PO BOX 102549,,ATLANTA,GA,30368,1473,
21,Katz Graduate School of Business,6000,553164,MYERS & BRIGGS FOUNDATION,PCARD,,,FL,326090000,1473,
85,School of Medicine Division Administration,7100,103562,DONWIL CO,22 MCCORMICK RD,,MCKEES ROCKS,PA,15136,1475,
05,Student Affairs,6000,111247,TALENT NETWORK INC,614 FIFTH AVE 2ND FLOOR,,CORAOPOLIS,PA,15108,1475,
34,Graduate School of Public Health,6400,582583,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET,,PITTSBURGH,PA,15213,1475,
42,Greensburg Campus,7135,470122,PIONEER MANUFACTURING CO INC,4529 INDUSTRIAL PKY,,CLEVELAND,OH,44135,1476,
85,School of Medicine Division Administration,6000,101738,BRAINTREE SCIENTIFIC INC,PO BOX 850498,,BRAINTREE,MA,02185,1477,
21,Katz Graduate School of Business,6000,122065,INTERPRETIVE SOFTWARE INC,3215 NORTH CHARLES,APT 509,BALTIMORE,MD,21218,1478,
94,School of Computing and Information,6000,346678,LENOVO INC,PO BOX 643055,,PITTSBURGH,PA,15264-3055,1479,
67,Facilities Management,7100,117961,ATLAS WHOLESALE SUPPLY INC,PO BOX 450,,CARNEGIE,PA,15106,1479,
35,School of Medicine,6400,408121,ZOOLOGIX,9811 OWENSMOUTH AVENUE,SUITE 4,CHATSWORTH,CA,91311,1480,
67,Facilities Management,7100,494488,TRUPAR AMERICA INC,160 WILSON RD,,BENTLEYVILLE,PA,15314,1480,
35,School of Medicine,6000,108518,OMEGA ENGINEERING INC,PO BOX 405369,,ATLANTA,GA,30384-5369,1481,
85,School of Medicine Division Administration,6000,358254,CHARM SCIENCES INC,P.O. BOX 843027,,BOSTON,MA,02284-3027,1481,
05,Student Affairs,6000,493349,ANTHEM SPORTS,PCARD,,,CT,063790000,1481,
60,Libraries,6500,492093,ICARUS FILMS,32 COURT ST SUITE 2107,,BROOKLYN,NY,11201,1481,
86,Sr V C Business and Operations,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,1483,
05,Student Affairs,6000,283857,WALMART.COM ORDER,,,,,72716,1484,
43,Titusville Campus,6400,291446,VENANGO NEWSPAPERS,1510 WEST FIRST ST,PO BOX 889,OIL CITY,PA,16301,1484,
41,Johnstown Campus,6000,449669,CAREERSHIFT,87 EAST WASHINGTON STREET,PO BOX 2,CHAGRIN FALLS,OH,44022,1485,
44,Bradford Campus,6000,269103,SETON IDENTIFICATION PRODUCTS,PO BOX 819,,BRANFORD,CT,06405-0819,1485,
86,Sr V C Business and Operations,6900,594550,PITCAIRN MONROEVILLE SPORTSMENS CLUB,505 MOSSIDE BLVD,,NORTH VERSAILLES,PA,15137,1485,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,103816,EDUCATIONAL TESTING SERVICE,4897 COLLECTION CENTER DR,,CHICAGO,IL,60693,1488,
23,Swanson School of Engineering,6800,259369,"ALTDORFER, JOHN P1",980 WILLOW DRIVE,,PITTSBURGH,PA,15237,1488,
41,Johnstown Campus,7100,156883,HIGHLAND SEWER AND WATER AUTHORITY,120 TANK DRIVE,,JOHNSTOWN,PA,15904,1488,
60,Libraries,6400,229465,IEEE,IPCC 2006 REGISTRATION CHAIR,7700 WEST PARMER LANE PL30,AUSTIN,TX,78729,1488,
35,School of Medicine,6400,100757,AMERICAN THORACIC SOCIETY,CONVENTION DATA SERVICES,107 WATERHOUSE ROAD,BOURNE,MA,02532,1490,
44,Bradford Campus,6000,608315,DUTCHGROWN,PCARD,,,PA,193800000,1490,
44,Bradford Campus,6400,316830,CITY OF BRADFORD,24 KENNEDY ST,,BRADFORD,PA,16701,1490,
67,Facilities Management,6000,109296,"PLANTSCAPE, INC",3101 LIBERTY AVE,,PITTSBURGH,PA,15201,1490,
92,Business Operations,7135,333699,MILLER MATS,142 PUTNAM ST,,PITTSBURGH,PA,15206-4136,1490,
31,School of Dental Medicine,6000,105228,HERAEUS KULZER INC,99 BUSINESS PARK DRIVE,,ARMONK,NY,10504,1491,
85,School of Medicine Division Administration,6000,181438,AMAZON.COM,PO BOX 530958,,ATLANTA,GA,30353-0958,1493,
03,Sr V C Research,6000,459362,BERLIN PACKAGING LLC,"525 WEST MONROE ST, 14 FL",,CHICAGO,IL,60661,1494,
92,Business Operations,6000,501497,PACESETTER GRAPHIC SERVICE CORP,2672 HICKORY GROVE RD,,ACWORTH,GA,30101,1494,
55,UPMC Hillman Cancer Center,6400,400709,PUBLIC LIBRARY OF SCIENCE/PLOS,PO BOX 7052,,LAWRENCE,KS,66044-7052,1495,
24,School of Law,6800,101799,BROUDY PRINTING INC,PO BOX 371102,,PITTSBURGH,PA,15251,1495,
41,Johnstown Campus,6400,288694,PARS INTERNATIONAL CORP,102 WEST 38TH ST,,NEW YORK,NY,10018,1495,
44,Bradford Campus,6000,152163,"RAGAN COMMUNICATIONS, INC",PO BOX 5970,,CAROL STREAM,IL,60197,1495,
60,Libraries,6400,400709,PUBLIC LIBRARY OF SCIENCE/PLOS,PO BOX 7052,,LAWRENCE,KS,66044-7052,1495,
86,Sr V C Business and Operations,6400,133273,ASSAY TECHNOLOGY,1382 STEALTH STREET,,LIVERMORE,CA,94551,1495,
35,School of Medicine,6400,273249,CENTER FOR HEARING & DEAF SERVICES INC,1945 FIFTH AVE,,PITTSBURGH,PA,15219,1496,
21,Katz Graduate School of Business,6000,604190,QUANTUM ADAPTIVE LEARNING LLC,309 MANOR RD,,DELMONT,PA,15626,1496,
41,Johnstown Campus,6400,102630,COHEN AND GRIGSBY PC,625 LIBERTY AVE,2900 CNG TOWER,PITTSBURGH,PA,15222,1496,
44,Bradford Campus,6000,492816,IMG INSURANCE,PCARD,,,IN,462080000,1496,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,310529,DIFFRACTION LIMITED,PCARD,,,,,1497,
89,VC Human Resources,6900,320401,COMPDATA SURVEYS,1713 EAST 123RD ST,,OLATHE,KS,66061,1498,
24,School of Law,6500,358417,ALM LLC,PO BOX 105022,,ATLANTA,GA,30348-5022,1498,
01,Chancellor,6400,484333,"KATSENELSON, ALLA",1915 23RD DR #2,,ASTORIA,NY,11105,1500,
02,Secretary,6400,581158,"EATMAN, TIMOTHY K",8 JAMAR DRIVE,,FAYETTEVILLE,NY,13066,1500,
03,Sr V C Research,6400,550451,VORTECHS GROUP INC,5439 RED BANK RD,,GALENA,OH,43021,1500,
80,Athletics,6000,107824,MR JOHN & TRI BORO TRAILER,PO BOX 6234,,HERMITAGE,PA,16148-0923,1500,
80,Athletics,6000,522813,KEFFER DEVELOPMENT SERVICES LLC,24 VILLAGE PARK DRIVE,,GROVE CITY,PA,16127,1500,
80,Athletics,6000,585456,OPPIA PERFORMANCE BVBA,CHARLES DEBERIOTSTREAAT 25,,LEUVEN,,,1500,
80,Athletics,6400,258529,"POPOVICH, SUSAN",1739 E CARSON ST #114,,PITTSBURGH,PA,15203,1500,
80,Athletics,6400,521997,CHARLOTTE TOUCHDOWN CLUB,7725 BALLANTYNE COMMONS PKWY,SUITE 103,CHARLOTTE,NC,28277,1500,
80,Athletics,6800,597724,FRED VUICH PHOTOGRAPHY,316 PRINCETON DRIVE,,MARS,PA,16046,1500,
80,Athletics,6900,341536,EAGL,145 MAIN ST C/O GAIL GOODSPEED,UNIVERSITY OF NEW HAMPSHIRE FIELD HOUSE,DURHAM,NH,03824,1500,
89,VC Human Resources,6400,640334,"INDEED, INC",PO BOX 660367,MAIL CODE 5160,DALLAS,TX,75266-0367,1500,
35,School of Medicine,6800,400709,PUBLIC LIBRARY OF SCIENCE/PLOS,PO BOX 7052,,LAWRENCE,KS,66044-7052,1500,
85,School of Medicine Division Administration,6000,542472,EVENTBRITE,PCARD,,,,,1500,
85,School of Medicine Division Administration,6000,634764,DMIS,78 DEAN HILL RD,,WESTMINSTER,MA,01473,1500,
85,School of Medicine Division Administration,6400,638069,"LAVERY, JAMES VINCENT",3218 KENSINGTON RD,,AVONDALE ESTATES,GA,30002,1500,
90,Western Psychiatric Institute and Clinic,6400,598960,"GREEN, MICHAEL THOMAS",117 KELLY COURT,,MONROEVILLE,PA,15146,1500,
05,Student Affairs,6400,384191,KUDER INC,302 VISIONS PKWY,,ADEL,IA,50003,1500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,588656,"TCHETCHKO, KRISTIAN",166 NORTH DITHRIDGE STREET APT 2E,,PITTSBURGH,PA,15213,1500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,637957,"SACKS, JEFFREY",780 W 1ST ST,,CLAREMONT,CA,91711,1500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,643306,"MARICLE, SHERRIE",1564 BRUSHY MOUNTAIN RD,,EAST STROUDSBURG,PA,18302,1500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,649234,"WHITE, SIMONE",350 JEFFERSON AVE #4,,BROOKLYN,NY,11221,1500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,649235,"COX, REGINALD","620 WILSON AVE, PMB 106",,BROOKLYN,NY,11207,1500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,649850,"SHEEDY, ALEXANDRA",1270 5TH AVE #8L,,NEW YORK,NY,10029,1500,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,651131,CHAD LB LLC,"76-10 34TH AVE, APT 2K",,JACKSON HEIGHTS,NY,11372,1500,
10,Sr V C and Provost,6400,584217,"HARRIS, JONATHAN",5412 HOWE STREET,,PITTSBURGH,PA,15232,1500,
10,Sr V C and Provost,6400,646707,"RAGAN, LAWRENCE C",2106 BRUSHWOOD DR,,STATE COLLEGE,PA,16801,1500,
23,Swanson School of Engineering,6400,100989,ASME,22 LAW DRIVE,PO BOX 2300,FAIRFIELD,NJ,07007-2900,1500,
23,Swanson School of Engineering,6400,614978,"KOVACH, JON ALLEN",2405 BIRKDALE STREET,,LOS ANGELES,CA,90031,1500,
24,School of Law,6400,635239,SOUTH END PRIMARY HEALTH CARE,113 RIDING TRAIL LN,,PITTSBURGH,PA,15215,1500,
25,Graduate School of Public & International Affairs,6400,659631,BOOM SUPERCREATIVE LLC,5 CLEARVIEW DR,,PITTSBURGH,PA,15205,1500,
26,School of Social Work,6400,324035,"WOLYNN, MARK",5817 DARLINGTON ROAD,,PITTSBURGH,PA,15217,1500,
41,Johnstown Campus,6400,325713,EAST HILLS RECREATION COMMISSION,445 SCHOOLHOUSE ROAD,,JOHNSTOWN,PA,15904,1500,
42,Greensburg Campus,6000,536854,MOLECULAR RESEARCH LP (MRDNA),503 CLOVIS RD,,SHALLOWATER,TX,79363,1500,
42,Greensburg Campus,6400,195229,PYROTECNICO FIREWORKS MANUFACTURING CO I,PO BOX 149,,NEW CASTLE,PA,16103,1500,
42,Greensburg Campus,6400,653821,"CARDOZA, BRIAN J",1311 BENFIELD AVE,,NEW BERN,NC,28562,1500,
42,Greensburg Campus,7400,119655,CASH,150 FINOLI DRIVE,,GREENSBURG,PA,15601,1500,
44,Bradford Campus,6400,208193,"MARTIN, ROLAND E",507 POTOMAC AVE,,BUFFALO,NY,14222-1126,1500,
44,Bradford Campus,6400,376242,BLUE FLOWER ARTS LLC,373 MABBETTSVILLE ROAD,,MILLBROOK,NY,12545,1500,
44,Bradford Campus,6400,492075,GREATER OLEAN AREA CHAMBER OF COMMERCE,120 NORTH UNION ST,,OLEAN,NY,14760,1500,
44,Bradford Campus,6400,592902,OLEAN OILERS BASEBALL,122 NORTH BARRY ST,,OLEAN,NY,14760,1500,
44,Bradford Campus,6400,643083,RUSSELL PARTNERSHIP TECHNOLOGY LTD,17 CAVENDISH SQ,,LONDON,,W1G 0PH,1500,
51,University Center for International Studies,6400,658332,"PALMER, JENNIFER E A",3024 E BARDONNER RD,,GIBSONIA,PA,15044,1500,
60,Libraries,6500,198731,INTELEX CORPORATION,PO BOX 859,114 E MAIN,CHARLOTTESVILLE,VA,22902,1500,
78,Learning Research & Development Center,6400,203888,"GRAESSER, ARTHUR CARL",UNIVERSITY OF MEMPHIS,DEPARTMENT OF PSYCHOLOGY,MEMPHIS,TN,38152,1500,
67,Facilities Management,6400,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,1500,
92,Business Operations,6000,112283,WATER HEATER DISTRIBUTORS,3219 LIBERTY AVE,,PITTSBURGH,PA,15201,1500,
31,School of Dental Medicine,6000,346781,"VERO, FRED A",106 CHEYENNE DR,,BUTLER,PA,16001,1500,
31,School of Dental Medicine,6000,520546,AESYNT INC,500 CRANBERRY WOODS DR,,CRANBERRY TOWNSHIP,PA,16066,1500,
31,School of Dental Medicine,6400,104639,"GEORGE, MARIE",16 MULLEN STREET,,UNIONTOWN,PA,15401,1500,
32,School of Nursing,6400,112892,TRUE FIT SOLUTIONS INC,215 EXECUTIVE DR,SUITE 202,CRANBERRY TWP,PA,16066,1500,
34,Graduate School of Public Health,6400,248022,"BENACK SOUND PRODUCTIONS, INC",97 TERENCE DRIVE,,PITTSBURGH,PA,15236,1500,
34,Graduate School of Public Health,6900,111836,UNIVERSITY OF KENTUCKY RESEARCH FOUNDATI,C/O PNC BANK,P O BOX 931113,CLEVELAND,OH,44193,1500,
39,School of Health & Rehabilitation Sciences,6000,565718,JOURNAL MEDICAL INTERNET RESEARCH,PCARD,,,ON,,1500,
39,School of Health & Rehabilitation Sciences,6400,118640,"SHIMADA, SEAN D",3026 MERCED DR,,DAVIS,CA,95618,1500,
10,Sr V C and Provost,6400,271730,HUGHIE'S EVENT PRODUCTION SERVICES,1383 E 17TH ST,,CLEVELAND,OH,44114,1501,
22,School of Education,6000,237036,PEARSON INC,5601 GREEN VALLEY DR,,BLOOMINGTON,MN,55437-1099,1502,
67,Facilities Management,6400,117426,PA ONE CALL INC,PO BOX 640407,,PITTSBURGH,PA,15264-0407,1504,
92,Business Operations,7400,298214,MYERS-BRIGGS COMPANY,1055 JOAQUIN RD  2ND FL/STE 200,,MOUNTAIN VIEW,CA,94043-1243,1504,
39,School of Health & Rehabilitation Sciences,6000,429311,PERFORMANCE HEALTH SUPPLY INC,1000 REMINGTON BLVD,SUITE 210,BOLINGBROOK,IL,60440,1504,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,206071,KML INDUSTRIAL SUPPLY INC,3312 WEST 22NC STREET,,ERIE,PA,16506-0000,1505,
42,Greensburg Campus,6800,195410,SCANTRON CORP,P O BOX 26266,,BIRMINGHAM,AL,35244-0000,1505,
42,Greensburg Campus,7400,514572,VANTAGE APPAREL,PO BOX 60,100 VANTAGE DRIVE,AVENEL,NJ,07001,1506,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,104710,GLEN RESEARCH CORP,PO BOX 631218,,BALTIMORE,MD,21263-1218,1507,
23,Swanson School of Engineering,6000,532167,SPECIALIZED BALSA WOOD LLC,405 8TH STREET SE  UNIT 2,,LOVELAND,CO,80537,1508,
55,UPMC Hillman Cancer Center,6000,260412,OCCUPATIONAL MARKETING INC,11211 KATY FREEWAY,SUITE 420,HOUSTON,TX,77079,1510,
92,Business Operations,6000,322986,PERSONA,9333 FOREST LANE,,DALLAS,TX,76243,1510,
80,Athletics,6400,655270,PATTY BELL MAKEUP LLC,42 WARRIORS RD,,PITTSBURGH,PA,15205,1512,
06,Kenneth P. Dietrich School of Arts and Sciences,6800,639534,AMERICAN INTERNATIONAL ASSOCIATES LLC,590 HERNANDO PL,,CLERMONT,FL,34715,1512,
67,Facilities Management,7135,387078,ALL CRANE RENTAL OF PA LLC,RT 837,PO BOX 505,WEST ELIZABETH,PA,15088,1512,
89,VC Human Resources,6000,245696,CUPA-HR,PO BOX 75282,,BALTIMORE,MD,21275-5282,1515,
56,Division of Philanthropic and Alumni Engagement,6000,100877,APPLE COMPUTER INC,PO BOX 281877,,ATLANTA,GA,30384-1877,1516,
67,Facilities Management,6000,110953,STANDARD AIR AND LITE CORP,PO BOX 360116,,PITTSBURGH,PA,15251,1516,
42,Greensburg Campus,6000,432920,EPIC SPORTS INC,9750 E 53RD ST N,,BEL AIRE,KS,67226,1517,
05,Student Affairs,6000,573461,AMISH HEARTLAND GROUP TOURS LLC,5815 COUNTY ROAD 203,,MILLERSBURG,OH,44654,1518,
41,Johnstown Campus,6800,104370,PARADIGM INC,4663 HAYGOOD RD,STE 201,VIRGINIA BEACH,VA,23455,1519,
10,Sr V C and Provost,6000,566304,KNOXLABS INC,9415 TELFAIR AVE,,SUN VALLEY,CA,91352,1520,
44,Bradford Campus,7400,634950,1928 JEWELRY CO,3000 WEST EMPIRE AVE,,BURBANK,CA,91504,1520,
67,Facilities Management,6000,353784,STEINBERGER FLOORS INC,1611 RAILROAD STREET,,HEIDELBERG,PA,15106,1520,
92,Business Operations,7100,195353,#1 COCHRAN AUTOMOTIVE,#1 COCHRAN COLLISION OF GREENSBURG,1 COCHRAN LANE,GREENSBURG,PA,15601,1520,
60,Libraries,6500,495189,INFOBASE LEARNING,PO BOX 809205,,CHICAGO,IL,60680-9201,1521,
67,Facilities Management,6000,112375,WEST PENN LACO INC,331 OHIO ST,,PITTSBURGH,PA,15209,1521,
86,Sr V C Business and Operations,6900,188127,NFPA,"11 TRACY DRIVE, SUITE 1",,AVON,MA,02322-9908,1521,
31,School of Dental Medicine,6000,310769,CERTOL INTERNATIONAL LLC,6120 E 58TH AVE,,COMMERCE CITY,CO,80022,1521,
85,School of Medicine Division Administration,6000,497035,WIGLE WHISKEY,2401 SMALLMAN STREET,,PITTSBURGH,PA,15222,1522,
41,Johnstown Campus,7135,540586,HARRELL'S LLC,PO BOX 935358,,ATLANTA,GA,31193-5358,1522,
86,Sr V C Business and Operations,6000,102496,CINTAS CORP,40 ABELE RD,,BRIDGEVILLE,PA,15017,1524,
42,Greensburg Campus,6000,327084,INFORMANT TECHNOLOGIES INC,19 JENKINS AVE,SUITE 200,LANSDALE,PA,19446,1525,
44,Bradford Campus,6000,341319,UNITED AIR,PCARD,,,IL,60666,1526,
35,School of Medicine,6000,249819,CYBERPOWER INC,4802A LITTLE JOHN STREET,,BALDWIN PARK,CA,91706,1527,
60,Libraries,6400,555087,LYRASIS,"1438 WEST PEACHTREE STREET NW, SUITE 200",,ATLANTA,GA,30309,1528,
92,Business Operations,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,1528,
86,Sr V C Business and Operations,6400,227492,BMC SOFTWARE INC,NUMARA DIVISION,PO BOX 933754,ATLANTA,GA,31193,1529,
22,School of Education,6000,308555,BLICK ART MATERIALS,P O BOX 26,,ALLENTOWN,PA,18105,1531,
35,School of Medicine,6000,199496,MATERIALISE USA LLC,6111 JACKSON ROAD,,ANN ARBOR,MI,48103,1532,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,288027,HIGH POINT SCIENTIFIC INC,PCARD,,,,07827,1534,
92,Business Operations,6400,104930,"GUARDIAN PROTECTION SERVICES, INC",650 RIDGE RD,,PITTSBURGH,PA,15205,1534,
06,Kenneth P. Dietrich School of Arts and Sciences,6400,109296,"PLANTSCAPE, INC",3101 LIBERTY AVE,,PITTSBURGH,PA,15201,1535,
42,Greensburg Campus,6000,493871,IRC TEAM SPORTS,8249 DEAN ROAD,,INDIANAPOLIS,IN,46240,1535,
32,School of Nursing,6400,634800,AMERICAN DATA DIRECT INC,3524 SILVER SIDE RD STE 35B,,WILMINGTON,DE,19810,1536,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,240436,4IMPRINT INC,25303 NETWORK PLACE,,CHICAGO,IL,60673-1253,1538,
56,Division of Philanthropic and Alumni Engagement,6000,181438,AMAZON.COM,PO BOX 530958,,ATLANTA,GA,30353-0958,1539,
55,UPMC Hillman Cancer Center,6000,389538,LOGMEIN INC,320 SUMMER STREET,,BOSTON,MA,02210,1539,
55,UPMC Hillman Cancer Center,6400,423817,TRI STATE FLOORING INC,1206 WESTERN AVE 4TH FL,PO BOX 99187,PITTSBURGH,PA,15233,1540,
22,School of Education,6400,102160,CARSON PUBLISHING INC,119 FEDERAL ST,STE 410,PITTSBURGH,PA,15212,1541,
32,School of Nursing,6400,391513,PSAV PRESENTATION SERVICES,265 PEACHTREE CENTER AVE NE,ATLANTA MARRIOTT MARQUIS,ATLANTA,GA,30303,1542,
39,School of Health & Rehabilitation Sciences,6000,653519,TINY MACHINES 3D,PCARD,,,TX,770920000,1544,
42,Greensburg Campus,7100,113050,SPINO'S TIRE SERVICE LLC,715 HIGHLAND AVENUE,,GREENSBURG,PA,15601,1546,
44,Bradford Campus,6400,311784,ALLEGHENY NATIONAL FOREST VISITORS BUREA,PO BOX 371,,BRADFORD,PA,16701,1546,
67,Facilities Management,6000,614522,CUMMINS SALES AND SERVICE,4494 SOULUTIONS CENTER,#774494,CHICAGO,IL,60677-4004,1546,
85,School of Medicine Division Administration,7100,165792,DRAEGER MEDICAL INC,PO BOX 13369,,NEWARK,NJ,07101-3362,1547,
05,Student Affairs,6000,162038,NATIONAL INTRAMURAL-RECREATIONAL SPORTS,4185 SW RESEARCH WAY,,CORVALLIS,OR,97333,1547,
41,Johnstown Campus,6000,105300,THE HITE COMPANY,PO BOX 1807,,ALTOONA,PA,16603-1807,1547,
41,Johnstown Campus,6900,352363,GREATER JOHNSTOWN /CAMBRIA COUNTY CHAMBE,CAMBRIA COUNTY,111 MARKET STREET,JOHNSTOWN,PA,15901,1549,
67,Facilities Management,6000,527609,BRIDGEVILLE APPLIANCE,532 WASHINGTON AVE,,BRIDGEVILLE,PA,15017,1549,
01,Chancellor,6400,576495,"HOOVER, ELIZABETH",3355 N BOOTH ST,,MILWAUKEE,WI,53212,1550,
31,School of Dental Medicine,6000,627989,DENTAL ENGINEERING LABORATORIES LLC,1515 STATE STREET STE 16,,SANTA BARBARA,CA,93101,1552,
55,UPMC Hillman Cancer Center,7100,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,1554,
06,Kenneth P. Dietrich School of Arts and Sciences,6000,499719,AFRICA IMPORTS,"240 S MAIN ST, UNIT A",,SOUTH HACKENSACK,NJ,07606,1555,
21,Katz Graduate School of Business,6000,263560,DON'S APPLIANCES LTD,2335 WASHINGTON RD,,CANONSBURG,PA,15317,1555,
42,Greensburg Campus,7400,107023,MACPHERSONS,1351 OCEAN AVE,,EMERYVILLE,CA,94608,1555,
10,Sr V C and Provost,6000,300595,NEWEGG.COM,17560 ROWLAND ST,,CITY OF INDUSTRY,CA,91748,1557,
44,Bradford Campus,6000,205479,SOCIETY FOR HUMAN RESOURCE MANAGEMENT,606 N WASHINGTON ST,,ALEXANDRIA,VA,22314,1558,
35,School of Medicine,6400,357081,WESTERN INSTITUTIONAL REVIEW BOARD,DEPT 106091,PO BOX 150434,HARTFORD,CT,06115-0434,1560,
06,Kenneth P. Dietrich School of Arts and Sciences,7100,101788,BRODERSEN INSTRUMENT CO INC,1180 MARS-VALENCIA ROAD,,VALENCIA,PA,16059,1560,
21,Katz Graduate School of Business,6400,464177,SOUL PITT MEDIA,815 COPELAND STREET #117,,PITTSBURGH,PA,15232,1560,
39,School of Health & Rehabilitation Sciences,6400,448428,"JONES, KELLY YODER",2670 THOROUGHBRED CT #831,,ALLISON PARK,PA,15101,1560,
39,School of Health & Rehabilitation Sciences,6400,635956,"TUREK, SARAH",1005 RIVER OAKS DR,,PITTSBURGH,PA,15215,1560,
44,Bradford Campus,6000,639263,SCOTTCARE CORP,4791 WEST 150TH ST,,CLEVELAND,OH,44193-0363,1562,
10,Sr V C and Provost,6400,122758,ABOUT PITTSBURGH INC,PO BOX 7736,,PITTSBURGH,PA,15215,1563,
22,School of Education,6000,629435,ECONOPRINT,PCARD,,,WI,535930000,1563,
23,Swanson School of Engineering,6000,517782,BACKYARD BRAINS INC,"308 1/2 SOUTH STATE STREET, SUITE 35",,ANN ARBOR,MI,48104,1564,
41,Johnstown Campus,7100,453097,DOLAN'S WELDING & STEEL FAB. INC.,118 VENTURE STREET,,JOHNSTOWN,PA,15909,1564,
