year,amount,vendor_number,vendor_name,vendor_address,purchaser_department,type
2014,558800,103291,"DAY AUTOMOTIVE","3696 WILLIAM PENN HWY
MONROEVILLE, PA 15146","Business Operations","Supplies/Equipment"
2014,30982,103356,"DELL MARKETING LP","DEPT AT 40275
ATLANTA, GA 31192-0001","Business Operations","Supplies/Equipment"
2014,1164,347334,"DERO BIKE RACK CO","2657 32ND AVENUE SOUTH
MINNEAPOLIS, MN 55406","Business Operations","Supplies/Equipment"
2014,1089,126752,"DESIGN DESIGN INC","PO BOX 2266
GRAND RAPIDS, MI 49501","Business Operations","Supplies/Equipment"
2014,1968,333799,"DEWALT FACTORY SERVICE","3234 PENN AVENUE
PITTSBURGH, PA 15201","Business Operations","Supplies/Equipment"
2014,3890,155496,"DOBOSH CENTER","520 E BRUCETON ROAD
PITTSBURGH, PA 15236-0000","Business Operations","Supplies/Equipment"
2014,2510,524487,"DON FARR MOVING & STORAGE","4920 BUTTERMILK HOLLOW RD
WEST MIFFLIN, PA 15122","Business Operations","Supplies/Equipment"
2014,14264,103565,"DORMONT APPLIANCE CENTER","2875 W LIBERTY AVE
PITTSBURGH, PA 15216","Business Operations","Supplies/Equipment"
2014,2015,232736,"DREAMMAKER BATH & KITCHEN","3401 SAW MILL RUN BLVD
PITTSBURGH, PA 15227","Business Operations","Supplies/Equipment"
2014,15500,503096,"ELMER ARMS SOUTH LLC","3085 BROWDER WAY
DANDRIDGE, TN 37725","Business Operations","Supplies/Equipment"
2014,1695,103894,"ELMER'S AQUARIUM INC","4005 WILLIAM PENN HWY
MONROEVILLE, PA 15146","Business Operations","Supplies/Equipment"
2014,7675,238532,"END2END INC","6312 US HWY 301 N #333
ELLENTON, FL 34222","Business Operations","Supplies/Equipment"
2014,4162,103998,"EQUIPARTS","PO BOX 7865
PITTSBURGH, PA 15215","Business Operations","Supplies/Equipment"
2014,53216,219250,"ERZEN ASSOCIATES INC","1500  MCCULLY RD
MONROEVILLE, PA 15146","Business Operations","Supplies/Equipment"
2014,1000,299727,"F & G PAINTING CO","208 LIVINGSTON AVE
PITTSBURGH, PA 15238","Business Operations","Supplies/Equipment"
2014,2200,104257,"FISHER SCIENTIFIC COMPANY LLC","PO BOX 406538
ATLANTA, GA 30384-6538","Business Operations","Supplies/Equipment"
2014,35680,104384,"FRANKLIN INTERIORS","BOX 371161
PITTSBURGH, PA 15251-7161","Business Operations","Supplies/Equipment"
2014,14580,196770,"G&G FITNESS EQUIPMENT","300 PLAZA
MALL BLVD
MONROEVILLE, PA 15146","Business Operations","Supplies/Equipment"
2014,3508,249978,"GE RICHARDS GRAPHICS SUPPLIES CO INC","928 LINKS AVE
PO BOX 339
LANDISVILLE, PA 17538","Business Operations","Supplies/Equipment"
2014,1308,293755,"GEORGE JACKSON PROMOTIONS INC","300 MARTIN AVENUE
PITTSBURGH, PA 15216","Business Operations","Supplies/Equipment"
2014,1251,229250,"GIDAS FLOWERS","3719 FORBES AVE
PITTSBURGH, PA 15213","Business Operations","Supplies/Equipment"
2014,9885,267054,"GIFT BOX CORPORATION OF AMERICA","305 VETERANS BLVD
CARLSTADT, NJ 07072","Business Operations","Supplies/Equipment"
2014,1037,104771,"GOPHER SPORT","NW 5634
PO BOX 1450
MINNEAPOLIS, MN 55485-5634","Business Operations","Supplies/Equipment"
2014,69565,264443,"GOVCONNECTION INC","7 RT.  101 A
AMHERST, NH 03031","Business Operations","Supplies/Equipment"
2014,981301,248635,"GRAINGER","3750 BROOKSIDE PKWY
STE 260
ALPHARETTA, GA 30022-1433","Business Operations","Supplies/Equipment"
2014,208673,104845,"GRAYBAR ELECTRIC CO INC","12444 COLLECTIONS CTR DR
CHICAGO, IL 60693-2444","Business Operations","Supplies/Equipment"
2014,8688,512523,"GUMPHER ELECTRICAL SERVICES","99 CENTER STREET
EAST PITTSBURGH, PA 15112","Business Operations","Supplies/Equipment"
2014,10186,104954,"GUTTMAN OIL CO","200 SPEERS RD
BELLE VERNON, PA 15012","Business Operations","Supplies/Equipment"
2014,1877,272856,"H GERHARDT SUPPLY","
Pittsburgh, PA 15243","Business Operations","Supplies/Equipment"
2014,14161,156872,"HARBOR LINEN","PO BOX 3510
CHERRY HILL, NJ 08034","Business Operations","Supplies/Equipment"
2014,14684,352838,"HIGHLAND HARLEY DAVIDSON","802 NORTH CENTER AVENUE
SOMERSET, PA 15501","Business Operations","Supplies/Equipment"
2014,7436,105288,"HILTI INC","PO BOX 75560
CHARLOTTE, NC 28275","Business Operations","Supplies/Equipment"
2014,17836,212828,"HOME DEPOT","PO BOX 105991 DEPT 24
ATLANTA, GA 30348","Business Operations","Supplies/Equipment"
2014,25694,105423,"HOUSTON STARR CO","992 OLD ROUTE 22
DUNCANSVILLE, PA 16635","Business Operations","Supplies/Equipment"
2014,50639,105560,"IDN HARDWARE SALES INC","PO BOX 510624
LIVONIA, MI 48151-6624","Business Operations","Supplies/Equipment"
2014,1580,525904,"INDIANA VAC","PCARD
, PA 157010000","Business Operations","Supplies/Equipment"
2014,4449,105908,"IRON CITY UNIFORM RENTAL","PO BOX 5361
PITTSBURGH, PA 15206","Business Operations","Supplies/Equipment"
2014,1625,314899,"ISLANDAIRE","
,  11779","Business Operations","Supplies/Equipment"
2014,2735,391460,"J&R UPHOLSTERY BLINDS INC","453 DAVIDSON RD
PITTSBURGH, PA 15239-1781","Business Operations","Supplies/Equipment"
2014,9510,220586,"JML LANDSCAPE MANAGEMENT","978 ROUTE 910
PITTSBURGH, PA 15238","Business Operations","Supplies/Equipment"
2014,1225,530225,"JOHNSONS LAMP SHOP","PCARD
, OH 453690000","Business Operations","Supplies/Equipment"
2014,13466,106133,"JOHNSTONE SUPPLY","5407 PROGRESS BLVD
BETHEL PARK, PA 15102","Business Operations","Supplies/Equipment"
2014,4945,512126,"KEYSTONE MATERIAL HANDLING","2630 PAYNE AVE
CLEVELAND, OH 44114","Business Operations","Supplies/Equipment"
2014,17670,495953,"KRONOS INCORPORATED","PO BOX 845748
BOSTON, MA 02284","Business Operations","Supplies/Equipment"
2014,156992,217050,"LAKETON SALES & SERVICE INC","10491 FRANKSTOWN RD
PITTSBURGH, PA 15235","Business Operations","Supplies/Equipment"
2014,20000,157318,"LAUREL FORD","135 FORD DRIVE
WINDBER, PA 15963","Business Operations","Supplies/Equipment"
2014,9252,519952,"LOU'S POLICE DISTRIBUTORS INC","7815 WEST 4 AVENUE
HIALEAH, FL 33014","Business Operations","Supplies/Equipment"
2014,2916,345703,"LOWE'S","PCARD
, NC 28117-8520","Business Operations","Supplies/Equipment"
2014,70449,233477,"M&M UNIFORMS INC","427 RAILROAD ST
BRIDGEVILLE, PA 15017","Business Operations","Supplies/Equipment"
2014,112503,146960,"MARKL SUPPLY CO INC","4029 PERRYSVILLE AVENUE
PITTSBURGH, PA 15214-1598","Business Operations","Supplies/Equipment"
2014,27493,107468,"MERANTE PLUMBING INC","2106 FORBES AVE
PITTSBURGH, PA 15219","Business Operations","Supplies/Equipment"
2014,28768,520021,"MICKS NORTH HILLS CHRYSLER JEEP INC","7670 MCKNIGHT RD
PITTSBURGH, PA 15237","Business Operations","Supplies/Equipment"
2014,27328,107692,"MOBILE RADIO SERVICE INC","5335 BUTLER ST
PITTSBURGH, PA 15201","Business Operations","Supplies/Equipment"
2014,17960,329740,"MODEL APPAREL","100 THIRD STREET
CHARLEROI, PA 15022","Business Operations","Supplies/Equipment"
2014,2734,107724,"MONARCH OIL CO INC","1137 WASHINGTON BLVD
PO BOX 4600
PITTSBURGH, PA 15206","Business Operations","Supplies/Equipment"
2014,40481,375997,"MOON TOWNSHIP FORD","5604 UNIVERSITY BLVD
MOON TOWNSHIP, PA 15108","Business Operations","Supplies/Equipment"
2014,3604,107816,"MOVERS SUPPLY HOUSE INC","1476 E 222 ST
BRONX, NY 10469","Business Operations","Supplies/Equipment"
2014,4295,338400,"NATIONAL TACTICAL OFFICERS ASSOCIATION","PO BOX 797
DOYLESTOWN, PA 18901","Business Operations","Supplies/Equipment"
2014,4984,422381,"NEOPOST USA INC","25880 NETWORK PLACE
CHICAGO, IL 60673-1258","Business Operations","Supplies/Equipment"
2014,4684,295770,"NEW BALANCE PITTSBURGH","112 WEST BRIDGE ST
HOMESTEAD, PA 15120","Business Operations","Supplies/Equipment"
2014,46417,437688,"NEW TEAM KUNKLES","64 GREENSBURG STREET
DELMONT, PA 15626","Business Operations","Supplies/Equipment"
2014,13507,522665,"NORTH AMERICAN RESCUE LLC","35 TEDWALL COURT
GREER, SC 29650","Business Operations","Supplies/Equipment"
2014,116429,120087,"NORTH EASTERN UNIFORMS AND EQUIPMENT INC","3050 SMALLMAN ST
PITTSBURGH, PA 15201-1525","Business Operations","Supplies/Equipment"
2014,1195,513270,"NORTHEAST WISCONSIN TECHNICAL COLLEGE","PCARD
, WI 543030000","Business Operations","Supplies/Equipment"
2014,35554,108468,"OFFICE DEPOT INC","PO BOX 198030
ATLANTA, GA 30384-8030","Business Operations","Supplies/Equipment"
2014,3942,318493,"PAPPY JOE CONSTRUCTION CO INC","1506 JOCKEY MOORE RD
ELLWOOD CITY, PA 16117-1602","Business Operations","Supplies/Equipment"
2014,6381,262518,"PAYPAL","774100
4100 SOLUTIONS CENTER
CHICAGO, IL 60677-4001","Business Operations","Supplies/Equipment"
2014,1240,256621,"PENN STATE","ATTN: KATE KINSINGER
DEPT. OF HEALTH & WELLNESS
ALTOONA, PA 16601-3760","Business Operations","Supplies/Equipment"
2014,1167,395922,"PENNSYLVANIA CHIEFS OF POLICE ASSOC","3905 N. FRONT STREET
HARRISBURG, PA 17110","Business Operations","Supplies/Equipment"
2014,9500,322986,"PERSONA","9333 FOREST LANE
DALLAS, TX 76243","Business Operations","Supplies/Equipment"
2014,4566,522685,"PIONEER NETWORK INC","1406 YORK RD
STE 202
LUTHERVILLE, MD 21093","Business Operations","Supplies/Equipment"
2014,1150,448185,"PITCAIRN-MONROEVILLE SPORTSMAN CLUB","505 MOSSIDE BLVD
NORTH VERSAILLES, PA 15137","Business Operations","Supplies/Equipment"
2014,4643,109233,"PITTSBURGH PLUMBING AND HEATING","PO BOX 600
AKRON, OH 44309-0600","Business Operations","Supplies/Equipment"
2014,1602,229956,"PLUMBMASTER INC","PO BOX 842370
BOSTON, MA 02284-2370","Business Operations","Supplies/Equipment"
2014,9925,245394,"POLY PAK INDUSTRIES","PO BOX 416697
BOSTON, MA 02241-6697","Business Operations","Supplies/Equipment"
2014,5563,109472,"PRIORITY SYSTEMS","PO BOX 4240
HARRISBURG, PA 17111","Business Operations","Supplies/Equipment"
2014,1418,175143,"RAPP'S PACKAGING","434 SAWMILL RUN ROAD
BUTLER, PA 16001","Business Operations","Supplies/Equipment"
2014,36062,273452,"RATEX BUSINESS SOLUTIONS INC","610 W GERMANTOWN PIKE STE 305
PLYMOUTH MEETING, PA 19462","Business Operations","Supplies/Equipment"
2014,14686,109740,"RECREATION RESOURCE INC","PO BOX 371
KENNETT SQUARE, PA 19348","Business Operations","Supplies/Equipment"
2014,75169,273756,"REGARDING CARDS INC","309 E 12TH AVE
MITCHELL, SD 57301","Business Operations","Supplies/Equipment"
2014,1600,519123,"REMALEY, DANIEL G","132 CAMBRIA HILL DRIVE
TARENTUM, PA 15084","Business Operations","Supplies/Equipment"
2014,2303,299503,"REPAIRCLINIC.COM INC","48600 MICHIGAN AVENUE
CANTON, MI 48188-2242","Business Operations","Supplies/Equipment"
2014,75352,347544,"SAUDER MANUFACTURING COMPANY","PO BOX 230
930 W BARRE RD
ARCHBOLD, OH 43502","Business Operations","Supplies/Equipment"
2014,21018,117468,"SBM ELECTRONICS INC","P.O. Box 101228
Pittsburgh, PA 15237","Business Operations","Supplies/Equipment"
2014,4739,468612,"SCHNEIDER ELECTRIC IT USA INC","PO BOX 533344
CHARLOTTE, NC 28290","Business Operations","Supplies/Equipment"
2014,1490,110360,"SCOTT ELECTRIC CO","PO BOX S
GREENSBURG, PA 15601-0899","Business Operations","Supplies/Equipment"
2014,524405,398781,"SECURADYNE SYSTEMS MID-ATLANTIC","3669 NORTH PEACHTREE ROAD SUITE 100
ATLANTA, GA 30341","Business Operations","Supplies/Equipment"
2014,12336,117610,"SERVICE MASTER","91 VESTA 7 ROAD
BROWNSVILLE, PA 15417","Business Operations","Supplies/Equipment"
2014,41687,110446,"SESTILI NURSERY INC","3721 SWINBURNE ST
PITTSBURGH, PA 15213","Business Operations","Supplies/Equipment"
2014,6691,158341,"SHERWIN-WILLIAMS CO","50 FREEPORT ROAD
ASPINWALL, PA 15215-2906","Business Operations","Supplies/Equipment"
2014,78948,193379,"SHULTS FORD","2871 FREEPORT RD
PITTSBURGH, PA 15238","Business Operations","Supplies/Equipment"
2014,40200,268199,"SIMPLEX GRINNELL LP","230 EXECUTIVE DR
SUITE 1
CRANBERRY TWP, PA 16066-6415","Business Operations","Supplies/Equipment"
2014,35998,346114,"SMITHS DETECTION INC","21 COMMERCE DRIVE
DANBURY, CT 06810","Business Operations","Supplies/Equipment"
2014,6701,110683,"SNAP ON TOOLS CORP","22832 NETWORK PLACE
CHICAGO, IL 60673","Business Operations","Supplies/Equipment"
2014,37294,404708,"SODEXO INC & AFFILIATES","PO BOX 536922
ATLANTA, GA 30353-6922","Business Operations","Supplies/Equipment"
2014,1996,360030,"SOUTHWEST COMPUTERS","
,  85027","Business Operations","Supplies/Equipment"
2014,1207,182093,"SPORTWORKS NORTHWEST INC","15500 WOOD-RED ROAD NE C-600
WOODINVILLE, WA 98072","Business Operations","Supplies/Equipment"
2014,1196,279472,"SQUAD FITTERS INC","1807 N FEDERAL DR
URBANA, IL 61801","Business Operations","Supplies/Equipment"
2014,1710,110953,"STANDARD AIR AND LITE CORP","PO BOX 360116
PITTSBURGH, PA 15251","Business Operations","Supplies/Equipment"
2014,26729,339095,"STANLEY SECURITY SOLUTIONS INC","DEPT AT952103
ATLANTA, GA 31192-2103","Business Operations","Supplies/Equipment"
2014,4253,383334,"STANLEY WORKS","11 GRAMMES ROAD
ALLENTOWN, PA 18103","Business Operations","Supplies/Equipment"
2014,2912,234317,"STATE CHEMICAL MANUFACTURING COMPANY","3100 HAMILTON AVENUE
CLEVELAND, OH 44114","Business Operations","Supplies/Equipment"
2014,14978,521322,"SUPRA OFFICE SOLUTIONS INC","PO BOX 201
BALA CYNWYD, PA 19004","Business Operations","Supplies/Equipment"
2014,1934,184133,"TARGET OFFICE PRODUCTS INC","620 VANADIUM ROAD
BRIDGEVILLE, PA 15017","Business Operations","Supplies/Equipment"
2014,1410,131040,"TAYLOR RENTAL CENTER","5901 BAPTIST ROAD
BETHEL PARK, PA 15236","Business Operations","Supplies/Equipment"
2014,1520,290936,"THOMSON REUTERS-WEST","PO BOX 6292
WEST-  PAYMENT CENTER
CAROL STREAM, IL 60197-6292","Business Operations","Supplies/Equipment"
2014,3956,483789,"THREE RIVERS WHOLESALE","PCARD
, PA 152200000","Business Operations","Supplies/Equipment"
2014,6883,347715,"TMA SYSTEMS LLC","5100 EAST  SKELLY DRIVE STE 900
TULSA, OK 74135","Business Operations","Supplies/Equipment"
2014,2797,426855,"TOLEDO TICKET COMPANY","3963 CATAWBA ST
TOLEDO, OH 43612","Business Operations","Supplies/Equipment"
2014,1212,111559,"TRASH COMPACTOR SERVICE","128 MARBBLE DR
BRIDGEVILLE, PA 15017","Business Operations","Supplies/Equipment"
2014,233180,314879,"TRI STAR FORD INC","930 RT 22
BOX 307
BLAIRSVILLE, PA 15717","Business Operations","Supplies/Equipment"
2014,2305,520205,"TRIPWIRE OPERATIONS GROUP LLC","16 MISTY LANE
BIGLERVILLE, PA 17307","Business Operations","Supplies/Equipment"
2014,3128,111645,"TURTLE CREEK SPORTSWEAR","1397 FREY ROAD
PITTSBURGH, PA 15235","Business Operations","Supplies/Equipment"
2014,1050,218250,"TYNER ASSOCIATES","801 S. BRIDGEFARMER ROAD
MCKINNEY, TX 75069","Business Operations","Supplies/Equipment"
2014,4201,111667,"ULINE","PO BOX 88741
CHICAGO, IL 60680","Business Operations","Supplies/Equipment"
2014,1437,247704,"UNITED AD LABEL","
,  92621","Business Operations","Supplies/Equipment"
2014,39556,352618,"UNITED LABEL & SALES CORP","1380 W 117TH ST
CLEVELAND, OH 44107","Business Operations","Supplies/Equipment"
2014,9265,466540,"US ABE UNIFORM & CLOTHING","807 EAST CARSON STREET
PITTSBURGH, PA 15203","Business Operations","Supplies/Equipment"
2014,1281,462277,"V & V APPLIANCE PARTS INC","1533 METROPOLITAN ST
PITTSBURGH, PA 15233","Business Operations","Supplies/Equipment"
2014,1240,359747,"VERA BRADLEY DESIGNS INC","DEPARTMENT 6002
CAROL STREAM, IL 60122-6002","Business Operations","Supplies/Equipment"
2014,7200,511401,"VERBA INC","564 MARKET STREET
SUIT 400
SAN FRANCISCO, CA 94104","Business Operations","Supplies/Equipment"
2014,11279,112177,"VO GEORGE CORP","PO BOX 415278
C/O CONSTRUCTION SPECIALTIES INC
BOSTON, MA 02241-5278","Business Operations","Supplies/Equipment"
2014,126657,120957,"VOYAGER FLEET SYSTEMS INC","PO BOX 790049
HOUSTON, TX 77279-0049","Business Operations","Supplies/Equipment"
2014,98755,511054,"WASTEQUIP MANUFACTURING COMPANY LLC","PO BOX 901600
CLEVELAND, OH 44190-1600","Business Operations","Supplies/Equipment"
2014,2148,112283,"WATER HEATER DISTRIBUTORS","3219 LIBERTY AVE
PITTSBURGH, PA 15201","Business Operations","Supplies/Equipment"
2014,6739,499503,"WEST PENN BILLIARD & BAR STOOLS INC","2520 WASHINGTON ROAD
CANONSBURG, PA 15317","Business Operations","Supplies/Equipment"
2014,15847,113225,"WILMAR INDUSTRIES INC","PO BOX 404284
ATLANTA, GA 30384-4284","Business Operations","Supplies/Equipment"
2014,1747,428510,"WITMER PUBLIC SAFETY GROUP INC","2961 NATIONAL PIKE
CHALK HILL, PA 15421","Business Operations","Supplies/Equipment"
2014,6805,112585,"WITT PEST MANAGEMENT","3351 BIGELOW BLVD
PITTSBURGH, PA 15219","Business Operations","Supplies/Equipment"
2014,2395,361371,"WOOD WASTE RECYCLING INC","111 BRIDGE STREET
BURGETTSTOWN, PA 15021","Business Operations","Supplies/Equipment"
2014,5527,113068,"WW GRAINGER INC","1275 TRI STATE PARKWAY
GURNEE, IL 60031","Business Operations","Supplies/Equipment"
2014,5935,422368,"XEROX AUDIO VISUAL SOLUTIONS","PO BOX 2568
NORCROSS, GA 30091-2568","Business Operations","Supplies/Equipment"
2014,9175,152356,"XPEDX","211 HOUSE AVE
CAMP HILL, PA 17011","Business Operations","Supplies/Equipment"
2014,6826,112769,"ZEE MEDICAL INC","PO BOX 4602
CHESTERFIELD, MO 63006-4602","Business Operations","Supplies/Equipment"
2014,8068,112798,"ZORESCO EQUIPMENT CO","1241 LOWER RODI ROAD
TURTLE CREEK, PA 15145","Business Operations","Supplies/Equipment"
2014,12006,237025,"ADDEN FURNITURE INC","PO BOX 843011
BOSTON, MA 02284-3011","Business Operations","Professional Services"
2014,1400,204333,"ADVANTAGE SPORT & FITNESS INC","2255 N TRIPHAMMER ROAD
ITHACA, NY 14850-0000","Business Operations","Professional Services"
2014,632250,175975,"ALCO PARKING CORP","CENTRE COMMONS GARAGE
501 MARTINDALE STREET
PITTSBURGH, PA 15212","Business Operations","Professional Services"
2014,3782,227512,"ALLEGHENY REFRIGERATION SERVICE COMPANY","1228 BRIGHTON ROAD
PITTSBURGH, PA 15233","Business Operations","Professional Services"
2014,15726,119439,"ALLEGHENY TEXTILE SERVICES INC","851 6TH AVENUE
BRACKENRIDGE, PA 15014","Business Operations","Professional Services"
2014,1575,522231,"ARBITRATOR/MEDIATOR","4920 BRIGHTWOOD PLAZA
APT C-311
BETHEL PARK, PA 15102","Business Operations","Professional Services"
2014,1763,193520,"AUTOMATED CARD SYSTEMS INC","106 SPRINGFIELD DR
CANONSBURG, PA 15317","Business Operations","Professional Services"
2014,8378,433636,"AUTOMATED LOGIC - PITTSBURGH","ALC PENNSYLVANIA
LOCKBOX 742630
ATLANTA, GA 30374-2630","Business Operations","Professional Services"
2014,236732,157055,"BLACKBOARD INC","22601 NORTH 19 AVE
SUITE 200
PHOENIX, AZ 85027","Business Operations","Professional Services"
2014,4160,128373,"BLT CONTRACTING INC","1718 MT NEBO ROAD
P O BOX 401
SEWICKLEY, PA 15143-0401","Business Operations","Professional Services"
2014,3471,464905,"BUREAU VERITAS CERTIFICATION NORTH AMERI","PO BOX 405661
ATLANTA, GA 30384-5661","Business Operations","Professional Services"
2014,9423,159283,"CBORD GROUP INC","PO BOX 933991
ATLANTA, GA 31193-3991","Business Operations","Professional Services"
2014,1750,169670,"CHILDLINE & ABUSE REGISTRY","DEPARTMENT OF PUBLIC WELFARE
PO BOX 8170
HARRISBURG, PA 17105-8170","Business Operations","Professional Services"
2014,11300,526412,"CONSTRUCTION RESOURCES INC","33900 STATION ST
SOLON, OH 44139","Business Operations","Professional Services"
2014,19885,454019,"COSTAR REAL ESTATE MANAGER INC","1900 EMERY STREET
SUITE 300
ATLANTA, GA 30318","Business Operations","Professional Services"
2014,9569,395043,"CUSTOM IRRIGATION SYSTEMS","624 ROUTE 228
MARS, PA 16046","Business Operations","Professional Services"
2014,1344,468139,"CYBERSOURCE CORPORATION","PO BOX 742842
LOS ANGELES, CA 90074-2842","Business Operations","Professional Services"
2014,2674,375624,"EMPLOYMENT BACKGROUND INVESTIGATIONS INC","P.O. BOX 629
OWINGS MILLS, MD 21117","Business Operations","Professional Services"
2014,4266,305869,"FOREMOST PROMOTIONS","1270 GLEN AVE
MOORESTOWN, NJ 08057","Business Operations","Professional Services"
2014,4490,104878,"GREENMOOR INC","PO BOX D
18 SENECA PLACE
AVELLA, PA 15312","Business Operations","Professional Services"
2014,1062,357267,"GS JONES","8347 OHIO RIVER BLVD.
PITTSBURGH, PA 15202","Business Operations","Professional Services"
2014,6329,104930,"GUARDIAN PROTECTION SERVICES INC","650 RIDGE RD
PITTSBURGH, PA 15205","Business Operations","Professional Services"
2014,17500,416625,"IMG COMMUNICATIONS INC","546 EAST MAIN STREET
LEXINGTON, KY 40508","Business Operations","Professional Services"
2014,2140,519628,"INTERACTIVE COMMUNICATIONS INTERNATIONAL","250 WILLIAMS ST
ATLANTA, GA 30303","Business Operations","Professional Services"
2014,1016,141839,"IUOE LOCAL 95-95A","300 SALINE STREET
PITTSBURGH, PA 15207","Business Operations","Professional Services"
2014,63647,220586,"JML LANDSCAPE MANAGEMENT","978 ROUTE 910
PITTSBURGH, PA 15238","Business Operations","Professional Services"
2014,61032,398794,"LANGHOLZ WILSON ELLIS INC","606 LIBERTY AVENUE
SUITE 300
PITTSBURGH, PA 15222-2721","Business Operations","Professional Services"
2014,1463,355852,"LEEGIN CREATIVE LEATHER","PO BOX 406
LA PUENTE, CA 91747","Business Operations","Professional Services"
2014,3341381,106725,"LENZNER COACH LINES INC","106 WOOHAVEN LANE
PITTSBURGH, PA 15237","Business Operations","Professional Services"
2014,7888,288538,"LIQUITECH INC","341 REMINGTON BLVD
BOLINGBROOK, IL 60440","Business Operations","Professional Services"
2014,1944,269590,"MAC-GRAY SERVICES","22 WATER ST
CAMBRIDGE, MA 02141","Business Operations","Professional Services"
2014,202605,118221,"MATTHEWS BUS CO","PO BOX 415347
BOSTON, MA 02241-5347","Business Operations","Professional Services"
2014,21824,464277,"MICROS SYSTEMS INC","PO BOX 23747
BALTIMORE, MD 21203-5747","Business Operations","Professional Services"
2014,2683,517325,"MOCON INC","PO BOX 11067
PITTSBURGH, PA 15237","Business Operations","Professional Services"
2014,1373,372942,"MONONGAHELA ANIMAL HOSPITAL","321 HAZELKIRK ROAD
MONONGAHELA, PA 15063","Business Operations","Professional Services"
2014,27313,495406,"OAK HILL COMMON LLC","150 MT VERNON ST STE 520
CORCORAN JENNISON MGMT CO
DORCHESTER, MA 02125","Business Operations","Professional Services"
2014,23840,334344,"OCCUPATIONAL HEALTH CENTERS OF THE SOUTH","PO BOX 8750
ELKRIDGE, MD 21075-8750","Business Operations","Professional Services"
2014,2245,424283,"ON DEMAND BOOKS LLC","584 BROADWAY
SUITE 1100
NEW YORK, NY 10012","Business Operations","Professional Services"
2014,1000,318493,"PAPPY JOE CONSTRUCTION CO INC","1506 JOCKEY MOORE RD
ELLWOOD CITY, PA 16117-1602","Business Operations","Professional Services"
2014,3234,108958,"PENNSYLVANIA STATE UNIVERSITY","INTERCOLLEGIATE ATHLETICS
3000 IVYSIDE PARK
ALTOONA, PA 16601","Business Operations","Professional Services"
2014,3425,109184,"PITTSBURGH CITY PAPER","911 PENN AVE
6TH FL
PITTSBURGH, PA 15222","Business Operations","Professional Services"
2014,1282,513365,"PLEASANT HILLS PET HOSPITAL","171 GREEN DRIVE
PITTSBURGH, PA 15236","Business Operations","Professional Services"
2014,21095,109327,"PNC BANK","IM&T FEE & REMITTANCE
PO BOX 26
ESSINGTON, PA 19029-0026","Business Operations","Professional Services"
2014,310553,109373,"PORT AUTHORITY","2235 BEAVER AVENUE
PITTSBURGH, PA 15233-1080","Business Operations","Professional Services"
2014,5667085,109374,"PORT AUTHORITY TRANSIT OF ALLEGHENY COUN","345 SIXTH AVENUE
PITTSBURGH, PA 15222-2527","Business Operations","Professional Services"
2014,2400,397922,"PRO WORKS PROFESSIONAL SERVICES INC","4180 GLASGOW ROAD
VALENCIA, PA 16059","Business Operations","Professional Services"
2014,62359,273452,"RATEX BUSINESS SOLUTIONS INC","610 W GERMANTOWN PIKE STE 305
PLYMOUTH MEETING, PA 19462","Business Operations","Professional Services"
2014,52526,320366,"RESIDENTIAL MANAGEMENT SYSTEMS INC","9131 ANSON WAY
SUITE 301
RALEIGH, NC 27615-5050","Business Operations","Professional Services"
2014,2548,109882,"RGIS INVENTORY SPECIALISTS","PO BOX 77631
DETROIT, MI 48277","Business Operations","Professional Services"
2014,724927,315970,"RICOH USA INC","MANAGED SERVICES EASTERN DIST - F52
PO BOX 532545
ATLANTA, GA 30353-2545","Business Operations","Professional Services"
2014,2608,303766,"SHADY AVENUE COMMUNICATIONS INC","653 MOREWOOD AVENUE
PITTSBURGH, PA 15213","Business Operations","Professional Services"
2014,28995860,404708,"SODEXO INC & AFFILIATES","PO BOX 536922
ATLANTA, GA 30353-6922","Business Operations","Professional Services"
2014,2322,205441,"STIVERS STAFFING SERVICES","200 WEST MONROE ST
CHICAGO, IL 60606-5015","Business Operations","Professional Services"
2014,29496,183261,"T2 SYSTEMS INC","5250 E. US 36, SUITE 850
AVON, IN 46123","Business Operations","Professional Services"
2014,3682,111320,"TELEPLEX INC","1 GRANDE PLAZA
STE 1201-411
PITTSBURGH, PA 15219","Business Operations","Professional Services"
2014,15047,347715,"TMA SYSTEMS LLC","5100 EAST  SKELLY DRIVE STE 900
TULSA, OK 74135","Business Operations","Professional Services"
2014,1813,111567,"TREASURER CITY OF PITTSBURGH","DEPT OF GENERAL SERVICES
604 CITY COUNTY BLDG
PITTSBURGH, PA 15219","Business Operations","Professional Services"
2014,3542,111645,"TURTLE CREEK SPORTSWEAR","1397 FREY ROAD
PITTSBURGH, PA 15235","Business Operations","Professional Services"
2014,7498,525777,"U-MATCH LLC","101 SE 2ND PLACE SUITE 201B
GAINESVILLE, FL 32601","Business Operations","Professional Services"
2014,3978,111732,"UNITED WAY OF SOUTHWESTERN PENNSYLVANIA","1 SMITHFIELD ST
PO BOX 738
PITTSBURGH, PA 15230","Business Operations","Professional Services"
2014,3587599,220679,"US SECURITY ASSOCIATES INC","PO BOX 931703
ATLANTA, GA 31193","Business Operations","Professional Services"
2014,1874,359747,"VERA BRADLEY DESIGNS INC","DEPARTMENT 6002
CAROL STREAM, IL 60122-6002","Business Operations","Professional Services"
